tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_magn_volume	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	sequence	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T11	None	198.7	None	g	-32.5	3.397e-08	0.003397	11	4.0	4.239e-10	5.613999999999999e-10	8.322e-10	u	273.0	10	0	0	0	0	903.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T12	None	196.0	None	g	-29.7	3.291e-08	0.003291	12	4.0	3.6989999999999993e-10	4.883e-10	8.075000000000001e-10	u	273.0	11	0	0	0	0	913.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T13	None	197.6	None	g	-32.1	3.297e-08	0.003297	13	4.0	3.564e-10	4.48e-10	7.17e-10	u	273.0	12	0	0	0	0	923.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T14	1.7	226.6	average of multiple measurements	g	-23.2	1.449e-08	0.001451	14	2.0	3.589e-10	3.005e-10	3.369e-10	u	273.0	13	0	0	0	0	930.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T15	None	201.6	None	g	-67.8	4.862e-09	0.0004862	15	4.0	3.55e-10	3.406e-10	3.562e-11	u	273.0	14	0	0	0	0	933.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T16	None	230.1	None	b	-17.2	1.57e-08	0.00157	16	4.0	5.794e-10	4.202e-10	3.508e-10	u	273.0	15	0	0	0	0	936.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T17	None	207.2	None	b	-17.3	1.749e-08	0.001749	17	4.0	5.993e-10	5.127e-10	2.78e-10	u	273.0	16	0	0	0	0	939.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T18	None	27.8	None	b	2.1	1.156e-08	0.001156	18	4.0	5.222e-10	5.962000000000001e-10	2.238e-10	u	273.0	17	0	0	0	0	942.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T19	None	200.1	None	b	-8.6	1.0490000000000002e-08	0.001049	19	4.0	6.272e-10	6.076000000000001e-10	2.427e-10	u	273.0	18	0	0	0	0	945.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T20	None	161.3	None	b	-12.9	9.332e-09	0.0009332	20	4.0	5.939e-10	6.337000000000001e-10	2.194e-10	u	273.0	19	0	0	0	0	948.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T21	None	232.5	None	b	-9.6	1.585e-08	0.001585	21	4.0	7.409e-10	6.663e-10	3.129e-10	u	273.0	20	0	0	0	0	951.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T22	None	88.5	None	b	-10.0	9.079e-09	0.0009079	22	4.0	7.017000000000001e-10	6.454e-10	2.234e-10	u	273.0	21	0	0	0	0	954.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T23	None	250.2	None	b	-11.1	1.044e-08	0.001044	23	4.0	7.477e-10	6.625e-10	2.655e-10	u	273.0	22	0	0	0	0	957.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T24	None	29.4	None	b	-9.3	1.6909999999999997e-08	0.001691	24	4.0	5.938e-10	6.637999999999999e-10	3.078e-10	u	273.0	23	0	0	0	0	960.0
None	This study	unknown	16tr001c	16tr001	16tr001c	16tr001c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001c:LP-DIR-T25	None	251.1	None	b	-8.2	1.1840000000000002e-08	0.001184	25	4.0	7.800999999999999e-10	6.779e-10	2.2080000000000005e-10	u	273.0	24	0	0	0	0	963.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-NO:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T1	None	203.7	None	g	-17.7	3.999e-08	0.003999	1	4.0	4.534e-10	6.703e-10	1.178e-09	u	273.0	0	0	0	0	0	273.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T2	None	199.5	None	g	-19.9	4.013e-08	0.004013	2	4.0	5.889e-10	7.416e-10	1.293e-09	u	273.0	1	0	0	0	0	353.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T3	None	199.2	None	g	-19.2	4.132e-08	0.004132	3	4.0	5.657e-10	7.107999999999999e-10	1.419e-09	u	273.0	2	0	0	0	0	473.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T4	None	196.3	None	g	-19.8	4.202e-08	0.004202	4	4.0	4.323000000000001e-10	7.117000000000001e-10	1.134e-09	u	273.0	3	0	0	0	0	573.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T5	None	197.2	None	g	-18.7	4.046e-08	0.004046	5	4.0	4.17e-10	6.543999999999999e-10	1.054e-09	u	273.0	4	0	0	0	0	673.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T6	75.1	207.3	average of multiple measurements	g	-42.7	1.46e-08	0.003735	6	3.0	3.6010000000000003e-10	5.932999999999999e-10	1.142e-09	u	273.0	5	0	0	0	0	773.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T7	None	200.7	None	g	-19.3	3.545e-08	0.003545000000000001	7	4.0	3.86e-10	5.538e-10	1.154e-09	u	273.0	6	0	0	0	0	823.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T8	None	196.2	None	g	-19.8	3.4530000000000005e-08	0.003453	8	4.0	3.72e-10	5.194e-10	1.152e-09	u	273.0	7	0	0	0	0	848.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T9	None	195.9	None	g	-17.3	3.607e-08	0.003607	9	4.0	8.383e-09	1.213e-08	9.75e-10	u	273.0	8	0	0	0	0	873.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T10	None	193.8	None	g	-21.2	3.0980000000000003e-08	0.003098	10	4.0	3.1110000000000004e-10	4.958e-10	1.0340000000000002e-09	u	273.0	9	0	0	0	0	888.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T11	None	192.0	None	g	-18.8	2.962e-08	0.002962	11	4.0	2.639e-10	4.908e-10	7.743999999999999e-10	u	273.0	10	0	0	0	0	903.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T12	None	192.4	None	g	-18.6	2.943e-08	0.002943	12	4.0	2.8939999999999995e-10	4.272e-10	9.502e-10	u	273.0	11	0	0	0	0	913.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T13	None	189.4	None	g	-18.9	2.9410000000000007e-08	0.002941	13	4.0	2.885e-10	4.508e-10	1.026e-09	u	273.0	12	0	0	0	0	923.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T14	None	195.0	None	g	-17.0	2.764e-08	0.002764	14	4.0	3.134e-10	4.366e-10	8.173999999999999e-10	u	273.0	13	0	0	0	0	930.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T15	None	177.2	None	g	-21.1	2.318e-08	0.002318	15	4.0	2.37e-10	4.372e-10	6.057000000000001e-10	u	273.0	14	0	0	0	0	933.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T16	0.8	180.3	average of multiple measurements	g	-15.3	2.82e-08	0.0029	16	2.0	7.422000000000001e-10	5.319e-10	5.928e-10	u	273.0	15	0	0	0	0	936.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T17	None	185.9	None	g	-16.4	2.8760000000000007e-08	0.002876	17	4.0	6.508e-10	5.364e-10	8.158e-10	u	273.0	16	0	0	0	0	939.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T18	None	143.5	None	g	-34.4	7.765e-09	0.0007765	18	4.0	5.252999999999999e-10	4.489e-10	2.408e-10	u	273.0	17	0	0	0	0	942.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T19	None	140.3	None	g	-37.3	1.058e-08	0.001058	19	4.0	4.711e-10	4.42e-10	3.425e-10	u	273.0	18	0	0	0	0	945.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T20	None	150.2	None	g	-24.6	1.42e-08	0.0014199999999999998	20	4.0	5.251e-10	5.236e-10	5.272e-10	u	273.0	19	0	0	0	0	948.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T21	None	151.9	None	g	-18.4	1.557e-08	0.001557	21	4.0	8.778e-10	6.238e-10	3.8310000000000005e-10	u	273.0	20	0	0	0	0	951.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T22	None	52.7	None	g	-8.3	1.19e-08	0.00119	22	4.0	6.911e-10	5.903999999999999e-10	2.8360000000000003e-10	u	273.0	21	0	0	0	0	954.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T23	None	198.2	None	g	-8.9	1.585e-08	0.001585	23	4.0	9.137e-10	7.599e-10	3.9370000000000005e-10	u	273.0	22	0	0	0	0	957.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T24	None	33.3	None	g	-15.0	1.6710000000000002e-08	0.0016710000000000002	24	4.0	6.04e-10	5.894e-10	4.0080000000000005e-10	u	273.0	23	0	0	0	0	960.0
None	This study	unknown	16tr001e	16tr001	16tr001e	16tr001e:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001e:LP-DIR-T25	None	12.3	None	g	-11.7	1.3530000000000003e-08	0.001353	25	4.0	6.764e-10	6.642999999999999e-10	2.449e-10	u	273.0	24	0	0	0	0	963.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-NO:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T1	None	205.7	None	g	-13.8	4.39e-08	0.00439	1	4.0	3.5610000000000004e-10	6.194e-10	1.183e-09	u	273.0	0	0	0	0	0	273.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T2	None	198.4	None	g	-18.1	4.269e-08	0.004268999999999999	2	4.0	3.727e-10	6.093e-10	1.174e-09	u	273.0	1	0	0	0	0	353.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T3	None	198.9	None	g	-18.4	4.2e-08	0.0042	3	4.0	4.071e-10	6.368e-10	1.271e-09	u	273.0	2	0	0	0	0	473.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T4	None	198.7	None	g	-20.6	4.122e-08	0.004122	4	4.0	4.343e-10	7.041e-10	1.151e-09	u	273.0	3	0	0	0	0	573.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T5	None	194.2	None	g	-18.3	4.009e-08	0.004009	5	4.0	2.702e-10	6.101e-10	1.002e-09	u	273.0	4	0	0	0	0	673.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T6	None	200.5	None	g	-18.6	3.652e-08	0.003652	6	4.0	2.667e-10	5.222999999999999e-10	1.067e-09	u	273.0	5	0	0	0	0	773.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T7	None	200.1	None	g	-18.9	3.469e-08	0.003469	7	4.0	3.4500000000000005e-10	5.794e-10	1.18e-09	u	273.0	6	0	0	0	0	823.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T8	None	195.9	None	g	-18.8	3.394e-08	0.003394	8	4.0	3.06e-10	5.192e-10	1.157e-09	u	273.0	7	0	0	0	0	848.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T9	None	193.3	None	g	-18.0	3.287e-08	0.003287	9	4.0	2.445e-10	5.313e-10	9.455e-10	u	273.0	8	0	0	0	0	873.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T10	None	195.8	None	g	-19.2	2.969e-08	0.0029690000000000003	10	4.0	2.493e-10	4.296000000000001e-10	1.013e-09	u	273.0	9	0	0	0	0	888.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T11	None	195.0	None	g	-19.8	2.78e-08	0.00278	11	4.0	2.3040000000000005e-10	4.251e-10	8.788e-10	u	273.0	10	0	0	0	0	903.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T12	None	193.6	None	g	-19.2	2.742e-08	0.002742	12	4.0	2.273e-10	3.809e-10	8.774999999999998e-10	u	273.0	11	0	0	0	0	913.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T13	None	190.0	None	g	-21.1	2.6080000000000003e-08	0.002608	13	4.0	3.703e-10	3.493e-10	8.152999999999999e-10	u	273.0	12	0	0	0	0	923.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T14	None	196.5	None	g	-20.0	2.495e-08	0.002495	14	4.0	2.457e-10	3.263e-10	8.824e-10	u	273.0	13	0	0	0	0	930.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T15	None	186.0	None	g	-23.0	2.3280000000000004e-08	0.002328	15	4.0	2.125e-10	3.587e-10	5.791e-10	u	273.0	14	0	0	0	0	933.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T16	2.1	196.9	average of multiple measurements	g	-14.7	3.0989999999999995e-08	0.003177	16	2.0	7.172000000000001e-10	4.217e-10	7.637999999999999e-10	u	273.0	15	0	0	0	0	936.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T17	None	193.4	None	g	-16.6	3.094e-08	0.003094	17	4.0	6.122e-10	4.931999999999999e-10	8.415e-10	u	273.0	16	0	0	0	0	939.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T18	None	184.4	None	g	-22.1	1.767e-08	0.001767	18	4.0	5.083e-10	4.18e-10	4.459e-10	u	273.0	17	0	0	0	0	942.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T19	1.8	201.7	average of multiple measurements	g	-14.9	2.926e-08	0.002865	19	2.0	4.1410000000000005e-10	6.167000000000001e-10	8.198999999999999e-10	u	273.0	18	0	0	0	0	945.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T20	None	200.4	None	g	-13.4	3.24e-08	0.00324	20	4.0	6.805999999999999e-10	6.512999999999999e-10	7.742000000000001e-10	u	273.0	19	0	0	0	0	948.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T21	None	202.3	None	g	-13.4	3.3450000000000005e-08	0.0033450000000000003	21	4.0	1.024e-09	6.610000000000001e-10	8.278e-10	u	273.0	20	0	0	0	0	951.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T22	None	167.6	None	g	-67.0	6.303e-09	0.0006303	22	4.0	5.977e-10	5.262000000000001e-10	1.11e-10	u	273.0	21	0	0	0	0	954.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T23	None	198.7	None	g	-10.6	2.496e-08	0.002496	23	4.0	1.057e-09	8.212e-10	6.965e-10	u	273.0	22	0	0	0	0	957.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T24	None	97.4	None	g	-24.9	1.25e-08	0.00125	24	4.0	6.835e-10	6.776e-10	2.773e-10	u	273.0	23	0	0	0	0	960.0
None	This study	unknown	16tr001g	16tr001	16tr001g	16tr001g:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001g:LP-DIR-T25	None	321.1	None	g	-19.1	1.1100000000000002e-08	0.00111	25	4.0	8.196e-10	7.112e-10	2.227e-10	u	273.0	24	0	0	0	0	963.0
None	This study	unknown	16tr001i	16tr001	16tr001i	16tr001i:LP-DIR-T	2G	LT-NO:LP-DIR-T	pmagpy-3.18.0	16tr001i:LP-DIR-T1	None	203.8	None	g	-10.2	7.066e-08	0.0070659999999999985	1	4.0	7.849e-10	1.1e-09	2.221e-09	u	273.0	0	0	0	0	0	273.0
None	This study	unknown	16tr001i	16tr001	16tr001i	16tr001i:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001i:LP-DIR-T2	None	197.2	None	g	-13.4	6.719e-08	0.006719	2	4.0	9.666e-10	1.311e-09	2.443e-09	u	273.0	1	0	0	0	0	353.0
None	This study	unknown	16tr001i	16tr001	16tr001i	16tr001i:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001i:LP-DIR-T3	None	196.3	None	g	-12.8	6.888999999999999e-08	0.006889	3	4.0	7.211000000000001e-10	1.285e-09	2.099e-09	u	273.0	2	0	0	0	0	473.0
None	This study	unknown	16tr001i	16tr001	16tr001i	16tr001i:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr001i:LP-DIR-T4	None	194.5	None	g	-13.1	6.785e-08	0.006784999999999999	4	4.0	7.13e-10	1.0630000000000002e-09	1.891e-09	u	273.0	3	0	0	0	0	573.0
