X,Y,n27_e108_1,n28_e108_1,time,latitude,longitude,localityNa,notes,image name,heading,planeType,dipAzimuth,dip,lineationT,plungeAzim,plunge,unitId
109.018099,27.83366437,,,2016-05-21 17:11:02,27.833664370000001,109.018099000000007,Locality 1,Sheet cracks in the cap carbonate. Enigmatic feature often observed in the Marinoan cap carbonate,21_1463821862.jpg,181.824768070000005,,,,,,,
109.02253973,27.835995,,,2016-05-21 17:23:55,27.835995000000000,109.022539730000005,Locality 1,Carbonate interbedded with siltstones. Shuram excursion supposedly recorded in these carbonates,22_1463822635.jpg,223.129211429999998,,,,,,,
108.79636363,27.88258966,579.00000,,2016-05-22 10:12:51,27.882589660000001,108.796363630000002,Locality 1,Banxi. Green siltstones are a little coarser than the red mudstones. Nice ripple cross stratification suggest beds are overturned,23_1463883171.jpg,107.727027890000002,,,,,,,
108.79565394,27.99012663,963.00000,,2016-05-22 11:16:50,27.990126629999999,108.795653939999994,Locality 1,Multiple sub cm scale ashes within weathered green siltstone of the Banxi. Around 2m interbedded.,,,,,,,,,
108.79565117,27.99006754,963.00000,,2016-05-22 11:18:37,27.990067539999998,108.795651169999999,Locality 1,,,,Bedding,27.198766710000001,34.921520229999999,,,,Banxi Group (undifferentiated)
108.79555956,27.98969609,970.00000,,2016-05-22 11:21:49,27.989696089999999,108.795559560000001,Locality 1,Multiple of these ash rich horizons within this outcrop. Siltstone is quite weathered however,,,,,,,,,
108.79667485,27.99075917,976.00000,,2016-05-22 11:29:42,27.990759170000000,108.796674850000002,Locality 1,,,,Bedding,15.710899350000000,43.051082610000002,,,,Banxi Group (undifferentiated)
108.79722462,27.99111641,1002.00000,,2016-05-22 11:34:25,27.991116410000000,108.797224619999994,Locality 1,Interbedded green and red siltstones. Hummocks. Unclear which way is up  though likely up is up,28_1463888065.jpg,117.699340820000003,,,,,,,
108.79709956,27.99112772,1002.00000,,2016-05-22 11:34:58,27.991127720000001,108.797099560000007,Locality 1,,,,Bedding,32.272693629999999,44.852527619999996,,,,Banxi Group (undifferentiated)
108.79724901,27.9912669,998.00000,,2016-05-22 11:38:45,27.991266899999999,108.797249010000002,Locality 1,Sharp red/green contact  then green grades into red. Suggests normal grading with up being up. Turbidite sequences,30_1463888325.jpg,115.908363339999994,,,,,,,
108.79740676,27.99150281,1016.00000,,2016-05-22 11:42:56,27.991502810000000,108.797406760000001,Locality 1,Troughs here suggest up is up,31_1463888576.jpg,101.854125980000006,,,,,,,
108.79817781,27.99279979,1013.00000,,2016-05-22 11:49:40,27.992799789999999,108.798177809999999,Locality 1,,,,Bedding,49.890880580000001,46.825981140000003,,,,Banxi Group (undifferentiated)
108.79825425,27.99313887,1045.00000,,2016-05-22 11:53:06,27.993138869999999,108.798254249999999,Locality 1,,,,Bedding,45.306358340000003,35.996120449999999,,,,Banxi Group (undifferentiated)
108.79780473,27.99378747,1027.00000,,2016-05-22 11:58:15,27.993787470000001,108.797804729999996,Locality 1,Ash bed within the red-green interbedded siltstones. Beds are folding here - 20m scale,34_1463889495.jpg,151.775772090000004,,,,,,,
108.79793406,27.99397971,1045.00000,,2016-05-22 12:01:52,27.993979710000001,108.797934060000003,Locality 1,,,,Bedding,33.520454409999999,39.032016749999997,,,,Banxi Group (undifferentiated)
108.79821905,27.99463354,1060.00000,,2016-05-22 12:07:15,27.994633539999999,108.798219050000000,Locality 1,Nice massive siltstones. Good for paleomagnetism,36_1463890035.jpg,122.959793090000005,,,,,,,
108.79828652,27.99463722,1060.00000,,2016-05-22 12:08:01,27.994637220000001,108.798286520000005,Locality 1,,,,Bedding,30.980640409999999,41.283905030000000,,,,Banxi Group (undifferentiated)
108.78347763,27.99356392,881.00000,,2016-05-22 12:44:59,27.993563920000000,108.783477629999993,Locality 1,Hotel in Niujiaodong! Could stay here to measure the section.,38_1463892299.jpg,60.427776340000001,,,,,,,
108.78234322,27.99252553,861.00000,,2016-05-22 13:28:23,27.992525530000002,108.782343220000001,Locality 1,Chinese geologists have marked this lithology here as the Sibao. However  lithologically it appears identical to purple silt of the Banxi. Perhaps slightly more foliated  but the foliation appears to be parallel to folding in this area  and is thus like,,,,,,,,,
108.7826153,27.99249292,860.00000,,2016-05-22 13:38:37,27.992492920000000,108.782615300000003,Locality 1,,,,Fault,238.775985719999994,43.474468229999999,,,,Banxi Group (undifferentiated)
108.78346916,27.99194215,866.00000,,2016-05-22 13:41:31,27.991942150000000,108.783469159999996,Locality 1,,,,Bedding,340.496917719999999,56.071701050000001,,,,Banxi Group (undifferentiated)
108.78334033,27.99323891,867.00000,,2016-05-22 13:45:58,27.993238909999999,108.783340330000001,Locality 1,,,,Bedding,9.916669850000000,41.204139710000000,,,,Banxi Group (undifferentiated)
108.63538315,27.91565392,1304.00000,,2016-05-22 16:49:28,27.915653920000000,108.635383149999996,Locality 1,Sibao? Sandstone with abundant Quartz veining.,43_1463906968.jpg,195.211639399999996,,,,,,,
108.63508542,27.91611128,1285.00000,,2016-05-22 16:53:26,27.916111279999999,108.635085419999996,Locality 1,Green sill within the Sibao. Medium grained. Mafic? Plagioclase and pyroxene?,44_1463907206.jpg,234.820983890000008,,,,,,,
108.6295242,27.91708123,1248.00000,,2016-05-22 17:02:53,27.917081230000001,108.629524200000006,Locality 1,Well laminated green siltstones interbedded with red siltstones,45_1463907773.jpg,268.740142820000017,,,,,,,
108.62953953,27.91708635,1236.00000,,2016-05-22 17:03:54,27.917086350000002,108.629539530000002,Locality 1,,,,Bedding,238.765045170000008,6.390608790000000,,,,Banxi Group (undifferentiated)
108.62953786,27.91707662,1248.00000,,2016-05-22 17:04:10,27.917076620000000,108.629537859999999,Locality 1,,,,Cleavage,264.085632320000002,82.018333440000006,,,,Banxi Group (undifferentiated)
108.6266865,27.91849409,1249.00000,,2016-05-22 17:07:35,27.918494089999999,108.626686500000005,Locality 1,,,,Cleavage,69.847122189999993,86.060791019999996,,,,Banxi Group (undifferentiated)
108.62676278,27.91847032,1258.00000,,2016-05-22 17:08:23,27.918470320000001,108.626762780000007,Locality 1,Same Banxi green interbedded with red siltstones,,,,,,,,,
108.62677267,27.91852145,1249.00000,,2016-05-22 17:08:43,27.918521450000000,108.626772669999994,Locality 1,,,,Bedding,294.771240229999989,20.045362470000001,,,,Banxi Group (undifferentiated)
108.61387426,27.92124075,1124.00000,,2016-05-22 17:17:30,27.921240749999999,108.613874260000003,Locality 1,,,,Bedding,300.100433350000003,29.714311599999998,,,,Banxi Group (undifferentiated)
108.59672832,27.92632735,959.00000,,2016-05-22 17:36:16,27.926327350000001,108.596728319999997,Locality 1,Massive fine sandstones. Faint purple color.,,,,,,,,,
108.60423432,27.95185448,841.00000,,2016-05-22 18:00:13,27.951854480000002,108.604234320000003,Locality 1,Purple fine sandstone with horizons of green,,,,,,,,,
108.59842599,27.95895349,771.00000,,2016-05-22 18:05:09,27.958953489999999,108.598425989999996,Locality 1,Datangpo Mn rich siltstones. Sits on top of massive sandstone (Fulu equivalent)  with a small horizon of diamictite in between,54_1463911509.jpg,1.232800960000000,,,,,,,
108.59864124,27.95895441,773.00000,,2016-05-22 18:07:34,27.958954410000000,108.598641240000006,Locality 1,,,,Bedding,299.642150879999974,53.571426389999999,,,,Fulu Formation
108.59680728,27.95956085,772.00000,,2016-05-22 18:15:39,27.959560849999999,108.596807279999993,Locality 1,Marinoan diamictite.,,,,,,,,,
108.59714155,27.95931383,780.00000,,2016-05-22 18:18:31,27.959313829999999,108.597141550000003,Locality 1,,,,Bedding,297.861663819999990,60.206287379999999,,,,Datangpo Formation
108.84214642,27.93795414,532.00000,,2016-05-23 11:36:27,27.937954139999999,108.842146420000006,Locality 1,Folding in red siltstone of the Banxi,58_1463974587.jpg,263.245239260000005,,,,,,,
108.84229981,27.93729088,545.00000,,2016-05-23 11:39:44,27.937290879999999,108.842299810000000,Locality 1,,,,Bedding,12.788639070000000,16.615409849999999,,,,Banxi Group (undifferentiated)
108.8422636,27.93731775,545.00000,,2016-05-23 11:41:00,27.937317749999998,108.842263599999995,Locality 1,The siltstone here is very red  and has much less foliation than what we have been seeing elsewhere. Structure may be slightly complicating.,,,,,,,,,
108.84367059,27.93698587,527.00000,,2016-05-23 11:44:17,27.936985870000001,108.843670590000002,Locality 1,,,,Bedding,53.468040469999998,7.814475060000000,,,,Banxi Group (undifferentiated)
108.8422367,27.93722747,545.00000,,2016-05-23 11:53:47,27.937227470000000,108.842236700000001,Locality 1,Folded red Banxi siltstone,62_1463975627.jpg,241.008468630000010,,,,,,,
108.84081756,27.93900402,538.00000,,2016-05-23 11:58:53,27.939004019999999,108.840817560000005,Locality 1,,,,Bedding,309.499786379999989,12.507812500000000,,,,Banxi Group (undifferentiated)
108.83872636,27.94002091,544.00000,,2016-05-23 12:05:38,27.940020910000001,108.838726359999995,Locality 1,Switchbacks!,64_1463976338.jpg,19.258029940000000,,,,,,,
108.83869065,27.94007028,544.00000,,2016-05-23 12:06:21,27.940070280000000,108.838690650000004,Locality 1,,,,Bedding,32.451660160000003,11.247919080000001,,,,Banxi Group (undifferentiated)
108.83909189,27.94095952,533.00000,,2016-05-23 12:13:49,27.940959520000000,108.839091890000006,Locality 1,Multiple <3cm thick ash layers within the red siltstone. Need to dig away some of the mud to see them. Care when distinguishing tuff (cream white) vs reduced (pale green) layers.,,,,,,,,,
108.83848529,27.94227937,557.00000,,2016-05-23 12:18:53,27.942279370000001,108.838485289999994,Locality 1,,,,Bedding,127.219123839999995,10.039961809999999,,,,Banxi Group (undifferentiated)
108.83866291,27.94269034,556.00000,,2016-05-23 12:22:05,27.942690339999999,108.838662909999996,Locality 1,Large fold in the Banxi red siltstone,68_1463977325.jpg,295.829406740000024,,,,,,,
108.83935592,27.94336227,545.00000,,2016-05-23 12:24:48,27.943362270000002,108.839355920000003,Locality 1,Reduction spots seem to form adjacent to ash layers.,69_1463977488.jpg,292.622009279999986,,,,,,,
108.83930244,27.9434256,546.00000,,2016-05-23 12:25:45,27.943425600000001,108.839302439999997,Locality 1,,,,Bedding,86.915702820000007,6.542102810000000,,,,Banxi Group (undifferentiated)
108.83933086,27.94345037,545.00000,,2016-05-23 12:29:01,27.943450370000001,108.839330860000004,Locality 1,View from above of these reduction spots adjacent to ash layers. Ash layers also tend to form 'seats' due to silicification,71_1463977741.jpg,240.033721920000005,,,,,,,
108.83957058,27.94369139,550.00000,,2016-05-23 12:32:18,27.943691390000001,108.839570580000000,Locality 1,Thick (~3cm) ash bed in red siltstone of the Banxi,72_1463977938.jpg,283.087036130000001,,,,,,,
108.83902609,27.94511656,563.00000,,2016-05-23 12:37:45,27.945116559999999,108.839026090000004,Locality 1,,,,Bedding,134.189392090000013,7.218511580000000,,,,Banxi Group (undifferentiated)
108.83799152,27.94714913,562.00000,,2016-05-23 12:45:11,27.947149130000000,108.837991520000003,Locality 1,Large fold to the left moving into the stratigraphy on the right. Above Francis is a potential slide scar - early slumping of blocks (can be brittle or more ductile) off slopes essentially syn-deposition.,74_1463978711.jpg,304.001708979999989,,,,,,,
108.83792203,27.95000254,566.00000,,2016-05-23 12:53:45,27.950002540000000,108.837922030000001,Locality 1,,,,Bedding,100.421554569999998,10.376348500000001,,,,Banxi Group (undifferentiated)
108.83659475,27.94988134,612.00000,,2016-05-23 13:04:20,27.949881340000001,108.836594750000003,Locality 1,,,,Bedding,149.412521360000000,7.028620720000000,,,,Banxi Group (undifferentiated)
108.83332908,27.9414222,637.00000,,2016-05-23 13:26:22,27.941422200000002,108.833329079999999,Locality 1,,,,Bedding,85.865631100000002,11.322237010000000,,,,Banxi Group (undifferentiated)
108.83339371,27.9409319,639.00000,,2016-05-23 13:31:57,27.940931899999999,108.833393709999996,Locality 1,HCS and SCS in red siltstone/fine sand stone of the Banxi,78_1463981517.jpg,248.684600829999994,,,,,,,
108.83152957,27.93833917,684.00000,,2016-05-23 13:52:23,27.938339169999999,108.831529570000001,Locality 1,Waterfall/stream cuts through Banxi. Could be a great site for grabbing samples through continuous stratigraphy,79_1463982743.jpg,268.251007080000022,,,,,,,
108.83098584,27.93849134,716.00000,,2016-05-23 13:55:50,27.938491339999999,108.830985839999997,Locality 1,,,,Bedding,121.720245360000007,12.822221760000000,,,,Banxi Group (undifferentiated)
108.83087067,27.93834625,725.00000,,2016-05-23 14:01:55,27.938346249999999,108.830870669999996,Locality 1,Cross stratification in Banxi.,81_1463983315.jpg,267.879455570000005,,,,,,,
108.83131365,27.93827722,697.00000,,2016-05-23 14:14:57,27.938277220000000,108.831313649999998,Locality 1,Carbonate concretions in float,82_1463984097.jpg,266.105773929999998,,,,,,,
108.83064419,27.94291992,708.00000,,2016-05-23 14:39:31,27.942919920000001,108.830644190000001,Locality 1,,,,Bedding,97.461296079999997,34.593612669999999,,,,Banxi Group (undifferentiated)
108.83245619,27.95283227,742.00000,,2016-05-23 14:44:38,27.952832269999998,108.832456190000002,Locality 1,,,,Bedding,88.803245540000006,44.894332890000001,,,,Banxi Group (undifferentiated)
108.83252559,27.95282821,742.00000,,2016-05-23 14:49:04,27.952828210000000,108.832525590000003,Locality 1,Beware - here what appears to be an ash is just alteration along a fracture plane. We see that it cuts bedding and intersects with a horizontal layer of alteration.,85_1463986144.jpg,168.844802859999987,,,,,,,
108.83246424,27.95288575,742.00000,,2016-05-23 14:51:47,27.952885750000000,108.832464239999993,Locality 1,Ash with black manganese later at the base,86_1463986307.jpg,170.409118650000011,,,,,,,
108.82641971,27.95588253,828.00000,,2016-05-23 14:58:22,27.955882530000000,108.826419709999996,Locality 1,Another waterfall cuts stratigraphy. Could be another place to measure a section,87_1463986702.jpg,219.030609129999988,,,,,,,
108.82581688,27.95527765,859.00000,,2016-05-23 15:00:59,27.955277649999999,108.825816880000005,Locality 1,,,,Bedding,341.391418460000011,29.336801529999999,,,,Banxi Group (undifferentiated)
108.82585678,27.95525058,859.00000,,2016-05-23 15:01:33,27.955250580000001,108.825856779999995,Locality 1,,,,Fault,120.679771419999994,41.873477940000001,,,,Banxi Group (undifferentiated)
108.82586257,27.95525473,859.00000,,2016-05-23 15:01:52,27.955254730000000,108.825862569999998,Locality 1,,,,,,,Slickenside,100.396827700000003,39.362369540000003,Banxi Group (undifferentiated)
108.82603339,27.955179,850.00000,,2016-05-23 15:04:23,27.955179000000001,108.826033390000006,Locality 1,,,,Bedding,346.446441649999997,15.877193450000000,,,,Banxi Group (undifferentiated)
108.82458734,27.95667525,847.00000,,2016-05-23 15:15:53,27.956675250000000,108.824587339999994,Locality 1,Major folding faulting in the Banxi.,92_1463987753.jpg,205.580886840000005,,,,,,,
108.82358328,27.95698219,858.00000,,2016-05-23 15:22:12,27.956982190000002,108.823583279999994,Locality 1,Another good place for a section.,93_1463988132.jpg,240.996154789999991,,,,,,,
108.82342318,27.95686875,861.00000,,2016-05-23 15:24:08,27.956868750000002,108.823423180000006,Locality 1,Foliation and trough cross stratification,94_1463988248.jpg,196.254486079999992,,,,,,,
108.82341354,27.95684544,861.00000,,2016-05-23 15:27:16,27.956845439999999,108.823413540000004,Locality 1,,,,Bedding,100.210258479999993,38.935077669999998,,,,Banxi Group (undifferentiated)
108.82341354,27.95684544,861.00000,,2016-05-23 15:27:16,27.956845439999999,108.823413540000004,Locality 1,,,,Bedding,100.210258479999993,38.935077669999998,,,,Banxi Group (undifferentiated)
108.82152376,27.95732581,981.00000,,2016-05-23 15:40:50,27.957325810000000,108.821523760000005,Locality 1,,,,Bedding,75.529136660000006,6.946531300000000,,,,Wuqiangxi Formation
108.82144111,27.95691971,976.00000,,2016-05-23 15:43:06,27.956919710000001,108.821441109999995,Locality 1,Slightly higher angle cross bedding (ripple cross stratification) in very fine sandstone. Note that the lighter color bed is associated with pyralusite (MnO) dendritic patterns - reducing fluids flow through.,99_1463989386.jpg,296.071624760000020,,,,,,,
108.82145536,27.95691112,976.00000,,2016-05-23 15:43:52,27.956911120000001,108.821455360000002,Locality 1,Silt here is dominantly green. Some very fine sand. Wuqiangxi?,99_1463989432.jpg,280.473754880000001,,,,,,,
108.82078037,27.9540466,992.00000,,2016-05-23 15:56:38,27.954046600000002,108.820780369999994,Locality 1,Massive fold in the red siltstones (Madiyi). A drag fold suggesting thrust (see next point),100_1463990198.jpg,200.165878300000003,,,,,,,
108.82044023,27.95420028,1004.00000,,2016-05-23 15:59:00,27.954200279999998,108.820440230000003,Locality 1,Thrust fault between dominantly red (Madiyi) and dominantly green siltstones (Wuqiangxi) of the Banxi. Drag folding is normal but localized. Massive fold documented right next to this fault suggests large scale thrust drag folding.,101_1463990340.jpg,226.047851559999998,,,,,,,
108.82043813,27.95416604,1004.00000,,2016-05-23 16:00:34,27.954166040000000,108.820438129999999,Locality 1,,,,Fault,110.296905519999996,53.485298159999999,,,,Wuqiangxi Formation
108.8196188,27.96195576,1052.00000,,2016-05-23 16:23:55,27.961955759999999,108.819618800000001,Locality 1,,,,Bedding,348.756713869999999,29.430183410000001,,,,Wuqiangxi Formation
108.82020084,27.96418405,1088.00000,,2016-05-23 16:31:34,27.964184050000000,108.820200839999998,Locality 1,,,,Bedding,93.379692079999998,27.831411360000001,,,,Banxi Group (undifferentiated)
108.81727673,27.96428572,1062.00000,,2016-05-23 16:39:51,27.964285719999999,108.817276730000003,Locality 1,Multiple small scale folds,105_1463992791.jpg,209.432876590000006,,,,,,,
108.81700239,27.96425513,1057.00000,,2016-05-23 16:42:33,27.964255130000002,108.817002389999999,Locality 1,Green fine sandstone. Wuqiangxi.,,,,,,,,,
108.81700239,27.96425513,1057.00000,,2016-05-23 16:42:33,27.964255130000002,108.817002389999999,Locality 1,Green fine sandstone. Wuqiangxi.,,,,,,,,,
108.81694774,27.96421955,1057.00000,,2016-05-23 16:48:03,27.964219549999999,108.816947740000003,Locality 1,Flute casts? In fine green sand of the Wuqiangxi. 218/73 is the bedding plane. 021-59 is the trend-plunge of the flutes. Paleoflow up.,108_1463993283.jpg,321.374694820000002,,,,,,,
108.81488613,27.9645182,1043.00000,,2016-05-23 16:55:57,27.964518200000001,108.814886130000005,Locality 1,,,,Bedding,108.486221310000005,25.264940259999999,,,,Banxi Group (undifferentiated)
108.81477792,27.96559611,1037.00000,,2016-05-23 16:59:13,27.965596110000000,108.814777919999997,Locality 1,Large cliffs of red Banxi (Madiyi). Cleavage is quite strong however.,,,,,,,,,
108.81427668,27.96592367,1001.00000,,2016-05-23 17:00:48,27.965923669999999,108.814276680000006,Locality 1,,,,Cleavage,96.762123110000005,59.378528590000002,,,,Banxi Group (undifferentiated)
108.81427668,27.96592367,1001.00000,,2016-05-23 17:00:48,27.965923669999999,108.814276680000006,Locality 1,,,,Cleavage,96.762123110000005,59.378528590000002,,,,Banxi Group (undifferentiated)
108.81744219,27.9641729,1070.00000,,2016-05-23 17:18:20,27.964172900000001,108.817442189999994,Locality 1,Folding (and fault)?,113_1463995100.jpg,37.413730620000003,,,,,,,
108.81745921,27.96426096,1070.00000,,2016-05-23 17:19:26,27.964260960000001,108.817459209999996,Locality 1,Cleaved white ash.,114_1463995166.jpg,22.812559130000000,,,,,,,
108.84131284,27.69244807,369.00000,,2016-05-23 22:07:29,27.692448070000001,108.841312840000001,Locality 1,SFT hotel in Jiangkou,,,,,,,,,
108.80093529,28.00392995,,1176.00000,2016-05-24 10:41:45,28.003929950000000,108.800935289999998,Locality 1,,,,Bedding,56.493896479999997,28.185356140000000,,,,Banxi Group (undifferentiated)
108.80147877,28.00494709,,1184.00000,2016-05-24 10:47:45,28.004947090000002,108.801478770000003,Locality 1,,,,Bedding,27.607892990000000,31.497076029999999,,,,Banxi Group (undifferentiated)
108.80095591,28.00531995,,1184.00000,2016-05-24 10:49:32,28.005319950000001,108.800955909999999,Locality 1,Minor fault.,118_1464058172.jpg,80.289672850000002,,,,,,,
108.80101056,28.00560809,,1203.00000,2016-05-24 10:52:03,28.005608089999999,108.801010559999995,Locality 1,,,,Bedding,342.321563719999972,37.328338619999997,,,,Banxi Group (undifferentiated)
108.80182897,28.00643169,,1235.00000,2016-05-24 10:55:05,28.006431689999999,108.801828970000003,Locality 1,,,,Bedding,20.903232570000000,40.729965210000003,,,,Banxi Group (undifferentiated)
108.80132438,28.00702781,,1214.00000,2016-05-24 10:59:18,28.007027810000000,108.801324379999997,Locality 1,,,,Fault,275.973907469999972,77.838523859999995,,,,Banxi Group (undifferentiated)
108.80122111,28.00711004,,1210.00000,2016-05-24 11:00:15,28.007110040000001,108.801221110000000,Locality 1,Abundant quartz veining adjacent to fault. Magnitude of offset on fault unclear. Lithology and bedding seem to be quite consistent on either side.,122_1464058815.jpg,5.106908320000000,,,,,,,
108.80223289,28.008002,,1247.00000,2016-05-24 11:04:27,28.008002000000001,108.802232889999999,Locality 1,Cross stratification in fine purple sandstone. Weathering makes it look green/grey.,123_1464059067.jpg,54.327274320000001,,,,,,,
108.80191932,28.00815107,,1229.00000,2016-05-24 11:06:26,28.008151070000000,108.801919319999996,Locality 1,,,,Bedding,54.086547850000002,30.075290679999998,,,,Banxi Group (undifferentiated)
108.8032523,28.01041251,,1245.00000,2016-05-24 11:11:22,28.010412509999998,108.803252299999997,Locality 1,,,,Bedding,55.233715060000002,43.839996339999999,,,,Banxi Group (undifferentiated)
108.80325196,28.01047944,,1236.00000,2016-05-24 11:11:53,28.010479440000001,108.803251959999997,Locality 1,Now in green siltstone.,,,,,,,,,
108.80402888,28.01134148,,1230.00000,2016-05-24 11:14:13,28.011341479999999,108.804028880000004,Locality 1,,,,Bedding,53.416034699999997,32.606880189999998,,,,Banxi Group (undifferentiated)
108.8040671,28.01135979,,1230.00000,2016-05-24 11:14:33,28.011359790000000,108.804067099999997,Locality 1,Red  siltstone.,,,,,,,,,
108.80358531,28.01168111,,1213.00000,2016-05-24 11:16:18,28.011681110000001,108.803585310000003,Locality 1,Fault. Again lithology/bedding looks similar on either side.,129_1464059778.jpg,44.382926939999997,,,,,,,
108.80340904,28.01193617,,1215.00000,2016-05-24 11:18:26,28.011936169999998,108.803409040000005,Locality 1,Same as last waypoint.,130_1464059906.jpg,29.093315120000000,,,,,,,
108.80306329,28.01205993,,1207.00000,2016-05-24 11:20:10,28.012059929999999,108.803063289999997,Locality 1,Folding and faulting.,131_1464060010.jpg,50.613040920000003,,,,,,,
108.80421915,28.01336893,,1230.00000,2016-05-24 11:23:25,28.013368929999999,108.804219149999994,Locality 1,Fine green sand interbedded with red siltstone. May be a useful Facies to find where we are in stratigraphy.,132_1464060205.jpg,107.611419679999997,,,,,,,
108.80824649,28.01548574,,1255.00000,2016-05-24 11:32:54,28.015485739999999,108.808246490000002,Locality 1,Folds,133_1464060774.jpg,230.678207399999991,,,,,,,
108.808867,28.01547078,,1264.00000,2016-05-24 11:35:25,28.015470780000001,108.808867000000006,Locality 1,Abundant manganese in these silts.,,,,,,,,,
108.80921409,28.0157934,,1262.00000,2016-05-24 11:36:29,28.015793400000000,108.809214089999998,Locality 1,,,,Bedding,352.621978759999990,13.650086399999999,,,,Banxi Group (undifferentiated)
108.80928484,28.01587894,,1262.00000,2016-05-24 11:37:25,28.015878940000000,108.809284840000004,Locality 1,Fine green sand interbedded with red siltstone.,,,,,,,,,
108.81258328,28.02012496,,1283.00000,2016-05-24 11:46:24,28.020124960000000,108.812583279999998,Locality 1,Fine sand. Tan color. Otherwise abundant cover along this stretch of the road.,,,,,,,,,
108.81288101,28.02035487,,1288.00000,2016-05-24 11:47:44,28.020354869999998,108.812881009999998,Locality 1,More faulting in this outcrop.,138_1464061664.jpg,285.841247559999999,,,,,,,
108.81325224,28.02071592,,1305.00000,2016-05-24 11:49:47,28.020715920000001,108.813252239999997,Locality 1,Essentially a fault breccia. Tan fine sand.,139_1464061787.jpg,7.985348700000000,,,,,,,
