tab	measurements
experiment	specimen	measurement	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
TR030-Aa:LP-DIR-T	TR030-Aa	TR030-Aa:LP-DIR-T36	   35.4	230.5	-40.4 	0	0	0.00	0.00	36	  959.0	This study	hargrave 2018-10-19 13:14:56	LT-T-Z:LP-DIR-T	g	36	u	8	273			pmagpy-4.2.4	2.73e-08	3.18e-09	1.39e-09	2.13e-08
TR030-Aa:LP-DIR-T	TR030-Aa	TR030-Aa:LP-DIR-T37	    5.8	223.1	-58.7 	0	0	0.00	0.00	37	  959.0	This study	hargrave 2018-10-19 15:01:47	LT-T-Z:LP-DIR-T	g	37	u	8	273			pmagpy-4.2.4	4.16e-08	2.15e-09	1.70e-09	7.98e-09
TR030-Aa:LP-DIR-T	TR030-Aa	TR030-Aa:LP-DIR-T38	   10.2	179.1	-08.0 	0	0	0.00	0.00	38	  961.0	This study	hargrave 2018-10-20 12:40:53	LT-T-Z:LP-DIR-T	g	38	u	8	273			pmagpy-4.2.4	1.39e-08	6.89e-10	5.17e-10	2.38e-09
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T0	    2.5	162.4	 26.9 	0	0	0.00	0.00	0	273	This study	hargrave 2018-05-11 17:38:26	LT-NO:LP-DIR-T	g	39	u	8	273			pmagpy-4.2.4	1.48e-08	3.44e-10	4.42e-10	3.41e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T1	    2.9	164.4	 26.0 	0	0	0.00	0.00	1	  373.0	This study	hargrave 2018-05-14 15:54:51	LT-T-Z:LP-DIR-T	g	40	u	8	273			pmagpy-4.2.4	1.40e-08	3.81e-10	5.39e-10	3.14e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T2	    2.2	164.2	 25.4 	0	0	0.00	0.00	2	  473.0	This study	hargrave 2018-05-15 16:10:27	LT-T-Z:LP-DIR-T	g	41	u	8	273			pmagpy-4.2.4	1.39e-08	3.06e-10	3.30e-10	3.10e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T3	    3.1	163.7	 24.7 	0	0	0.00	0.00	3	  573.0	This study	hargrave 2018-05-16 13:25:57	LT-T-Z:LP-DIR-T	g	42	u	8	273			pmagpy-4.2.4	1.36e-08	3.49e-10	5.94e-10	3.18e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T4	   22.9	160.1	 22.0 	0	0	0.00	0.00	4	  623.0	This study	hargrave 2018-05-17 15:06:00	LT-T-Z:LP-DIR-T	g	43	u	8	273			pmagpy-4.2.4	1.48e-08	5.30e-09	7.53e-09	3.32e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T5	    2.6	162.2	 24.4 	0	0	0.00	0.00	5	  623.0	This study	hargrave 2018-05-17 16:50:45	LT-T-Z:LP-DIR-T	g	44	u	8	273			pmagpy-4.2.4	1.34e-08	3.11e-10	4.37e-10	3.24e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T6	    3.2	160.2	 23.2 	0	0	0.00	0.00	6	  673.0	This study	hargrave 2018-05-18 13:25:37	LT-T-Z:LP-DIR-T	g	45	u	8	273			pmagpy-4.2.4	1.30e-08	3.75e-10	5.43e-10	3.33e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T7	    2.6	162.3	 21.9 	0	0	0.00	0.00	7	  723.0	This study	hargrave 2018-05-21 10:24:22	LT-T-Z:LP-DIR-T	g	46	u	8	273			pmagpy-4.2.4	1.26e-08	3.09e-10	3.78e-10	3.21e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T8	    2.1	160.2	 21.5 	0	0	0.00	0.00	8	  748.0	This study	hargrave 2018-07-30 16:21:20	LT-T-Z:LP-DIR-T	g	47	u	8	273			pmagpy-4.2.4	1.25e-08	2.89e-10	3.22e-10	2.63e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T9	    2.5	160.8	 21.3 	0	0	0.00	0.00	9	  773.0	This study	hargrave 2018-07-31 12:45:54	LT-T-Z:LP-DIR-T	g	48	u	8	273			pmagpy-4.2.4	1.22e-08	2.80e-10	4.63e-10	2.07e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T10	    2.7	160.9	 19.8 	0	0	0.00	0.00	10	  798.0	This study	hargrave 2018-08-01 10:47:42	LT-T-Z:LP-DIR-T	g	49	u	8	273			pmagpy-4.2.4	1.20e-08	3.48e-10	4.72e-10	1.85e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T11	    3.3	162.1	 18.5 	0	0	0.00	0.00	11	  823.0	This study	hargrave 2018-08-01 17:44:09	LT-T-Z:LP-DIR-T	g	50	u	8	273			pmagpy-4.2.4	1.17e-08	2.88e-10	5.53e-10	3.19e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T12	    2.9	162.0	 19.3 	0	0	0.00	0.00	12	  823.0	This study	hargrave 2018-08-01 19:07:27	LT-T-Z:LP-DIR-T	g	51	u	8	273			pmagpy-4.2.4	1.17e-08	2.59e-10	5.36e-10	1.92e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T13	    2.6	161.0	 18.9 	0	0	0.00	0.00	13	  828.0	This study	hargrave 2018-08-03 11:05:49	LT-T-Z:LP-DIR-T	g	52	u	8	273			pmagpy-4.2.4	1.16e-08	2.60e-10	4.54e-10	1.77e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T14	    3.6	162.4	 18.4 	0	0	0.00	0.00	14	  833.0	This study	hargrave 2018-08-03 18:01:28	LT-T-Z:LP-DIR-T	g	53	u	8	273			pmagpy-4.2.4	1.15e-08	3.62e-10	6.14e-10	2.43e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T15	    2.6	162.2	 18.5 	0	0	0.00	0.00	15	  838.0	This study	hargrave 2018-08-13 16:18:45	LT-T-Z:LP-DIR-T	g	54	u	8	273			pmagpy-4.2.4	1.14e-08	2.61e-10	4.63e-10	1.57e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T16	    2.0	162.8	 17.9 	0	0	0.00	0.00	16	  843.0	This study	hargrave 2018-08-14 13:10:44	LT-T-Z:LP-DIR-T	g	55	u	8	273			pmagpy-4.2.4	1.12e-08	2.11e-10	3.41e-10	1.54e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T17	    2.0	161.3	 17.6 	0	0	0.00	0.00	17	  848.0	This study	hargrave 2018-08-15 09:31:56	LT-T-Z:LP-DIR-T	g	56	u	8	273			pmagpy-4.2.4	1.13e-08	2.45e-10	3.52e-10	1.47e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T18	    2.1	163.4	 17.4 	0	0	0.00	0.00	18	  853.0	This study	hargrave 2018-08-15 16:41:46	LT-T-Z:LP-DIR-T	g	57	u	8	273			pmagpy-4.2.4	1.12e-08	2.14e-10	3.66e-10	1.76e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T19	    2.5	164.9	 15.6 	0	0	0.00	0.00	19	  873.0	This study	hargrave 2018-08-16 12:55:43	LT-T-Z:LP-DIR-T	g	58	u	8	273			pmagpy-4.2.4	1.07e-08	2.24e-10	3.99e-10	2.15e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T20	    3.0	171.5	 15.7 	0	0	0.00	0.00	20	  893.0	This study	hargrave 2018-08-17 11:13:01	LT-T-Z:LP-DIR-T	g	59	u	8	273			pmagpy-4.2.4	1.02e-08	2.63e-10	4.27e-10	3.07e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T21	    2.7	177.5	 21.3 	0	0	0.00	0.00	21	  903.0	This study	hargrave 2018-08-28 12:52:34	LT-T-Z:LP-DIR-T	g	60	u	8	273			pmagpy-4.2.4	9.29e-09	1.20e-10	1.96e-10	4.02e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T22	   29.7	196.0	 64.4 	0	0	0.00	0.00	22	  913.0	This study	hargrave 2018-09-10 11:25:22	LT-T-Z:LP-DIR-T	g	61	u	8	273			pmagpy-4.2.4	1.86e-08	8.97e-10	1.24e-09	1.42e-08
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T23	    2.4	184.7	 76.8 	0	0	0.00	0.00	23	  913.0	This study	hargrave 2018-09-10 12:55:34	LT-T-Z:LP-DIR-T	g	62	u	8	273			pmagpy-4.2.4	2.95e-08	5.59e-10	5.36e-10	4.82e-09
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T24	    1.6	155.5	 09.9 	0	0	0.00	0.00	24	  918.0	This study	hargrave 2018-09-11 13:22:22	LT-T-Z:LP-DIR-T	g	63	u	8	273			pmagpy-4.2.4	1.68e-08	4.87e-10	4.78e-10	3.04e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T25	   40.6	188.9	 66.2 	0	0	0.00	0.00	25	  923.0	This study	hargrave 2018-09-12 13:20:54	LT-T-Z:LP-DIR-T	g	64	u	8	273			pmagpy-4.2.4	3.85e-08	3.62e-09	2.93e-09	3.66e-08
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T26	   25.4	184.6	 65.0 	0	0	0.00	0.00	26	  923.0	This study	hargrave 2018-09-12 15:04:29	LT-T-Z:LP-DIR-T	g	65	u	8	273			pmagpy-4.2.4	3.59e-08	1.90e-09	2.79e-09	2.46e-08
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T27	    3.3	184.5	 61.9 	0	0	0.00	0.00	27	  923.0	This study	hargrave 2018-09-12 15:35:08	LT-T-Z:LP-DIR-T	g	66	u	8	273			pmagpy-4.2.4	3.26e-08	5.98e-10	1.12e-09	2.48e-09
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T28	    4.0	164.1	 06.5 	0	0	0.00	0.00	28	  928.0	This study	hargrave 2018-09-20 13:46:03	LT-T-Z:LP-DIR-T	g	67	u	8	273			pmagpy-4.2.4	1.64e-08	4.19e-10	7.93e-10	7.66e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T29	    3.1	217.5	 05.7 	0	0	0.00	0.00	29	  933.0	This study	hargrave 2018-09-21 11:15:50	LT-T-Z:LP-DIR-T	g	68	u	8	273			pmagpy-4.2.4	1.96e-08	1.05e-09	7.12e-10	5.76e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T30	    2.6	230.4	 01.4 	0	0	0.00	0.00	30	  938.0	This study	hargrave 2018-09-24 13:37:19	LT-T-Z:LP-DIR-T	g	69	u	8	273			pmagpy-4.2.4	1.89e-08	6.80e-10	9.39e-10	6.82e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T31	    2.3	236.8	-09.9 	0	0	0.00	0.00	31	  943.0	This study	hargrave 2018-09-25 11:08:38	LT-T-Z:LP-DIR-T	g	70	u	8	273			pmagpy-4.2.4	2.37e-08	8.20e-10	7.37e-10	5.92e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T32	    1.9	126.3	 03.0 	0	0	0.00	0.00	32	  945.0	This study	hargrave 2018-09-25 19:17:39	LT-T-Z:LP-DIR-T	g	71	u	8	273			pmagpy-4.2.4	2.42e-08	6.77e-10	9.38e-10	6.04e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T33	    2.9	188.4	-10.5 	0	0	0.00	0.00	33	  947.0	This study	hargrave 2018-09-26 15:59:50	LT-T-Z:LP-DIR-T	g	72	u	8	273			pmagpy-4.2.4	1.88e-08	1.04e-09	6.94e-10	4.61e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T34	    2.7	124.4	-02.8 	0	0	0.00	0.00	34	  949.0	This study	hargrave 2018-10-04 15:25:57	LT-T-Z:LP-DIR-T	g	73	u	8	273			pmagpy-4.2.4	2.43e-08	1.21e-09	3.46e-10	5.36e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T35	    2.5	237.6	-08.1 	0	0	0.00	0.00	35	  951.0	This study	hargrave 2018-10-05 13:05:12	LT-T-Z:LP-DIR-T	g	74	u	8	273			pmagpy-4.2.4	2.26e-08	6.08e-10	7.06e-10	6.64e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T36	    4.3	217.8	-07.4 	0	0	0.00	0.00	36	  953.0	This study	hargrave 2018-10-09 17:06:55	LT-T-Z:LP-DIR-T	g	75	u	8	273			pmagpy-4.2.4	1.81e-08	7.20e-10	7.44e-10	1.00e-09
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T37	    4.0	231.0	-14.1 	0	0	0.00	0.00	37	  955.0	This study	hargrave 2018-10-11 15:15:08	LT-T-Z:LP-DIR-T	g	76	u	8	273			pmagpy-4.2.4	2.13e-08	9.75e-10	9.48e-10	7.97e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T38	    3.6	238.6	-08.3 	0	0	0.00	0.00	38	  957.0	This study	hargrave 2018-10-12 13:41:20	LT-T-Z:LP-DIR-T	g	77	u	8	273			pmagpy-4.2.4	2.15e-08	5.40e-10	1.14e-09	9.35e-10
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T39	   22.8	266.8	-19.8 	0	0	0.00	0.00	39	  959.0	This study	hargrave 2018-10-19 13:16:15	LT-T-Z:LP-DIR-T	g	78	u	8	273			pmagpy-4.2.4	3.28e-08	1.40e-09	1.50e-09	1.45e-08
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T40	   16.9	259.9	-42.6 	0	0	0.00	0.00	40	  959.0	This study	hargrave 2018-10-19 15:03:03	LT-T-Z:LP-DIR-T	g	79	u	8	273			pmagpy-4.2.4	4.22e-08	2.44e-09	2.05e-09	1.64e-08
TR030-Ba:LP-DIR-T	TR030-Ba	TR030-Ba:LP-DIR-T41	   11.1	137.1	-05.6 	0	0	0.00	0.00	41	  961.0	This study	hargrave 2018-10-20 12:42:12	LT-T-Z:LP-DIR-T	g	80	u	8	273			pmagpy-4.2.4	2.00e-08	7.53e-10	9.74e-10	3.79e-09
TR030-Ca:LP-DIR-T	TR030-Ca	TR030-Ca:LP-DIR-T0	    2.2	134.0	 39.6 	0	0	0.00	0.00	0	273	This study	hargrave 2018-05-11 17:39:53	LT-NO:LP-DIR-T	g	81	u	8	273			pmagpy-4.2.4	1.85e-08	5.07e-10	3.92e-10	3.68e-10
