tab	measurements
experiment	specimen	measurement	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T11	    2.1	302.6	 41.0 	0	0	0.00	0.00	11	  823.0	This study	hargrave 2018-08-01 19:45:52	LT-T-Z:LP-DIR-T	g	11	u	8	273			pmagpy-4.2.4	1.09e-08	3.89e-10	1.88e-10	1.18e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T12	    2.0	303.6	 36.3 	0	0	0.00	0.00	12	  828.0	This study	hargrave 2018-08-03 11:44:39	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-4.2.4	1.00e-08	2.72e-10	1.78e-10	3.28e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T13	    1.9	302.6	 38.3 	0	0	0.00	0.00	13	  833.0	This study	hargrave 2018-08-03 18:41:04	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-4.2.4	1.04e-08	2.83e-10	1.66e-10	1.35e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T14	    2.7	304.6	 37.4 	0	0	0.00	0.00	14	  838.0	This study	hargrave 2018-08-13 16:57:27	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-4.2.4	1.04e-08	4.06e-10	2.34e-10	1.88e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T15	    2.2	303.3	 36.4 	0	0	0.00	0.00	15	  843.0	This study	hargrave 2018-08-14 13:50:26	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-4.2.4	1.04e-08	3.07e-10	2.55e-10	1.60e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T16	    2.5	304.1	 36.2 	0	0	0.00	0.00	16	  848.0	This study	hargrave 2018-08-15 10:14:04	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-4.2.4	1.02e-08	3.77e-10	2.27e-10	1.89e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T17	    3.6	304.9	 35.1 	0	0	0.00	0.00	17	  853.0	This study	hargrave 2018-08-15 17:19:38	LT-T-Z:LP-DIR-T	g	17	u	8	273			pmagpy-4.2.4	1.01e-08	5.50e-10	3.17e-10	1.67e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T18	    2.5	305.5	 34.7 	0	0	0.00	0.00	18	  873.0	This study	hargrave 2018-08-16 13:36:41	LT-T-Z:LP-DIR-T	g	18	u	8	273			pmagpy-4.2.4	9.92e-09	3.59e-10	2.70e-10	1.64e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T19	    2.9	305.3	 34.0 	0	0	0.00	0.00	19	  893.0	This study	hargrave 2018-08-17 11:51:12	LT-T-Z:LP-DIR-T	g	19	u	8	273			pmagpy-4.2.4	9.80e-09	4.16e-10	2.49e-10	1.84e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T20	    1.9	307.3	 32.9 	0	0	0.00	0.00	20	  903.0	This study	hargrave 2018-08-28 13:30:37	LT-T-Z:LP-DIR-T	g	20	u	8	273			pmagpy-4.2.4	9.83e-09	2.55e-10	2.46e-10	1.32e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T21	    2.1	308.6	 31.6 	0	0	0.00	0.00	21	  913.0	This study	hargrave 2018-09-10 12:03:18	LT-T-Z:LP-DIR-T	g	21	u	8	273			pmagpy-4.2.4	9.62e-09	1.91e-10	1.97e-10	2.56e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T22	    2.6	309.1	 31.6 	0	0	0.00	0.00	22	  918.0	This study	hargrave 2018-09-11 14:00:32	LT-T-Z:LP-DIR-T	g	22	u	8	273			pmagpy-4.2.4	9.28e-09	2.32e-10	2.00e-10	3.26e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T23	    3.2	307.8	 29.9 	0	0	0.00	0.00	23	  923.0	This study	hargrave 2018-09-12 14:00:34	LT-T-Z:LP-DIR-T	g	23	u	8	273			pmagpy-4.2.4	9.32e-09	3.71e-10	1.76e-10	3.67e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T24	    2.7	308.7	 29.0 	0	0	0.00	0.00	24	  928.0	This study	hargrave 2018-09-20 14:27:32	LT-T-Z:LP-DIR-T	g	24	u	8	273			pmagpy-4.2.4	9.02e-09	3.12e-10	1.93e-10	2.41e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T25	    2.7	308.5	 27.2 	0	0	0.00	0.00	25	  933.0	This study	hargrave 2018-09-21 11:50:53	LT-T-Z:LP-DIR-T	g	25	u	8	273			pmagpy-4.2.4	9.01e-09	3.44e-10	1.86e-10	2.22e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T26	    3.0	307.9	 22.7 	0	0	0.00	0.00	26	  938.0	This study	hargrave 2018-09-24 14:15:39	LT-T-Z:LP-DIR-T	g	26	u	8	273			pmagpy-4.2.4	8.33e-09	3.30e-10	1.89e-10	2.48e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T27	    2.4	309.0	 20.4 	0	0	0.00	0.00	27	  943.0	This study	hargrave 2018-09-25 11:46:08	LT-T-Z:LP-DIR-T	g	27	u	8	273			pmagpy-4.2.4	6.74e-09	2.36e-10	1.32e-10	1.37e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T28	    4.2	316.5	 24.9 	0	0	0.00	0.00	28	  945.0	This study	hargrave 2018-09-25 19:55:06	LT-T-Z:LP-DIR-T	g	28	u	8	273			pmagpy-4.2.4	4.10e-09	2.16e-10	1.06e-10	1.98e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T29	    3.9	305.7	 21.1 	0	0	0.00	0.00	29	  947.0	This study	hargrave 2018-09-26 16:35:26	LT-T-Z:LP-DIR-T	g	29	u	8	273			pmagpy-4.2.4	2.84e-09	1.48e-10	5.87e-11	1.27e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T30	   10.6	345.1	 46.7 	0	0	0.00	0.00	30	  949.0	This study	hargrave 2018-10-04 16:02:51	LT-T-Z:LP-DIR-T	g	30	u	8	273			pmagpy-4.2.4	6.89e-10	7.09e-11	3.54e-11	1.08e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T31	    8.8	345.0	 47.8 	0	0	0.00	0.00	31	  949.0	This study	hargrave 2018-10-04 17:31:36	LT-T-Z:LP-DIR-T	g	31	u	8	273			pmagpy-4.2.4	6.78e-10	4.69e-11	4.63e-11	9.57e-11
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T32	   10.0	345.1	 48.0 	0	0	0.00	0.00	32	  949.0	This study	hargrave 2018-10-04 17:43:10	LT-T-Z:LP-DIR-T	g	32	u	8	273			pmagpy-4.2.4	6.96e-10	7.27e-11	3.08e-11	1.05e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T33	    3.8	269.4	 22.4 	0	0	0.00	0.00	33	  951.0	This study	hargrave 2018-10-05 13:40:49	LT-T-Z:LP-DIR-T	g	33	u	8	273			pmagpy-4.2.4	1.30e-09	5.28e-11	4.91e-11	5.87e-11
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T34	    4.7	165.7	 20.4 	0	0	0.00	0.00	34	  953.0	This study	hargrave 2018-10-09 17:42:19	LT-T-Z:LP-DIR-T	g	34	u	8	273			pmagpy-4.2.4	9.48e-10	2.23e-11	6.66e-11	4.12e-11
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T35	    4.7	180.5	 31.2 	0	0	0.00	0.00	35	  955.0	This study	hargrave 2018-10-11 15:50:19	LT-T-Z:LP-DIR-T	g	35	u	8	273			pmagpy-4.2.4	1.14e-09	5.03e-11	5.89e-11	6.78e-11
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T36	    5.4	118.8	-11.9 	0	0	0.00	0.00	36	  957.0	This study	hargrave 2018-10-12 14:16:36	LT-T-Z:LP-DIR-T	g	36	u	8	273			pmagpy-4.2.4	1.01e-09	3.77e-11	9.34e-11	7.17e-11
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T37	    7.2	197.6	 01.9 	0	0	0.00	0.00	37	  959.0	This study	hargrave 2018-10-19 13:46:51	LT-T-Z:LP-DIR-T	g	37	u	8	273			pmagpy-4.2.4	9.97e-10	2.20e-11	3.08e-11	1.24e-10
TR038-Aa:LP-DIR-T	TR038-Aa	TR038-Aa:LP-DIR-T38	    6.9	133.5	 06.4 	0	0	0.00	0.00	38	  961.0	This study	hargrave 2018-10-20 13:11:06	LT-T-Z:LP-DIR-T	g	38	u	8	273			pmagpy-4.2.4	1.62e-09	3.07e-11	4.52e-11	1.95e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T0	    2.3	250.0	 61.7 	0	0	0.00	0.00	0	273	This study	hargrave 2018-05-11 18:15:04	LT-NO:LP-DIR-T	g	39	u	8	273			pmagpy-4.2.4	5.75e-09	1.93e-10	1.88e-10	1.16e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T1	    3.1	254.8	 59.0 	0	0	0.00	0.00	1	  373.0	This study	hargrave 2018-05-14 16:31:06	LT-T-Z:LP-DIR-T	g	40	u	8	273			pmagpy-4.2.4	4.86e-09	2.50e-10	1.45e-10	1.02e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T2	    2.5	261.3	 46.0 	0	0	0.00	0.00	2	  473.0	This study	hargrave 2018-05-15 16:48:49	LT-T-Z:LP-DIR-T	g	41	u	8	273			pmagpy-4.2.4	3.34e-09	1.45e-10	1.13e-10	1.25e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T3	    3.0	265.4	 33.4 	0	0	0.00	0.00	3	  573.0	This study	hargrave 2018-05-16 14:03:36	LT-T-Z:LP-DIR-T	g	42	u	8	273			pmagpy-4.2.4	2.75e-09	1.26e-10	1.05e-10	1.18e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T4	    3.4	265.1	 25.9 	0	0	0.00	0.00	4	  623.0	This study	hargrave 2018-05-17 15:41:57	LT-T-Z:LP-DIR-T	g	43	u	8	273			pmagpy-4.2.4	2.57e-09	1.38e-10	1.06e-10	1.09e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T5	    4.7	264.0	 16.7 	0	0	0.00	0.00	5	  673.0	This study	hargrave 2018-05-18 14:01:36	LT-T-Z:LP-DIR-T	g	44	u	8	273			pmagpy-4.2.4	2.36e-09	1.41e-10	8.05e-11	1.22e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T6	    4.1	264.1	 05.7 	0	0	0.00	0.00	6	  723.0	This study	hargrave 2018-05-21 11:01:39	LT-T-Z:LP-DIR-T	g	45	u	8	273			pmagpy-4.2.4	2.26e-09	9.59e-11	9.02e-11	1.27e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T7	    3.3	261.5	-04.8 	0	0	0.00	0.00	7	  748.0	This study	hargrave 2018-07-30 17:01:28	LT-T-Z:LP-DIR-T	g	46	u	8	273			pmagpy-4.2.4	2.41e-09	8.66e-11	9.75e-11	1.21e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T8	    6.1	260.4	-29.2 	0	0	0.00	0.00	8	  773.0	This study	hargrave 2018-07-31 13:25:55	LT-T-Z:LP-DIR-T	g	47	u	8	273			pmagpy-4.2.4	2.73e-09	3.87e-11	8.81e-11	2.90e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T9	    4.0	260.4	-23.6 	0	0	0.00	0.00	9	  798.0	This study	hargrave 2018-08-01 11:29:46	LT-T-Z:LP-DIR-T	g	48	u	8	273			pmagpy-4.2.4	2.53e-09	7.90e-11	1.14e-10	2.32e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T10	    5.2	263.8	-34.2 	0	0	0.00	0.00	10	  823.0	This study	hargrave 2018-08-01 18:24:45	LT-T-Z:LP-DIR-T	g	49	u	8	273			pmagpy-4.2.4	2.95e-09	3.65e-11	1.14e-10	3.91e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T11	    2.3	263.9	-31.0 	0	0	0.00	0.00	11	  823.0	This study	hargrave 2018-08-01 19:47:20	LT-T-Z:LP-DIR-T	g	50	u	8	273			pmagpy-4.2.4	2.83e-09	3.97e-11	9.92e-11	1.83e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T12	    2.5	262.2	-33.7 	0	0	0.00	0.00	12	  828.0	This study	hargrave 2018-08-03 11:46:07	LT-T-Z:LP-DIR-T	g	51	u	8	273			pmagpy-4.2.4	2.85e-09	9.41e-11	9.24e-11	1.72e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T13	    2.0	264.1	-41.7 	0	0	0.00	0.00	13	  833.0	This study	hargrave 2018-08-03 18:42:27	LT-T-Z:LP-DIR-T	g	52	u	8	273			pmagpy-4.2.4	3.34e-09	4.72e-11	7.56e-11	1.07e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T14	    1.1	264.2	-41.6 	0	0	0.00	0.00	14	  838.0	This study	hargrave 2018-08-13 16:58:52	LT-T-Z:LP-DIR-T	g	53	u	8	273			pmagpy-4.2.4	3.18e-09	4.21e-11	8.59e-11	1.02e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T15	    1.1	262.5	-44.8 	0	0	0.00	0.00	15	  843.0	This study	hargrave 2018-08-14 13:51:50	LT-T-Z:LP-DIR-T	g	54	u	8	273			pmagpy-4.2.4	3.41e-09	3.94e-11	7.87e-11	1.06e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T16	    1.4	265.0	-47.9 	0	0	0.00	0.00	16	  848.0	This study	hargrave 2018-08-15 10:15:28	LT-T-Z:LP-DIR-T	g	55	u	8	273			pmagpy-4.2.4	3.47e-09	6.09e-11	6.53e-11	1.23e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T17	    1.1	266.3	-49.9 	0	0	0.00	0.00	17	  853.0	This study	hargrave 2018-08-15 17:21:03	LT-T-Z:LP-DIR-T	g	56	u	8	273			pmagpy-4.2.4	3.63e-09	5.00e-11	7.13e-11	1.08e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T18	    1.8	266.6	-53.5 	0	0	0.00	0.00	18	  873.0	This study	hargrave 2018-08-16 13:38:05	LT-T-Z:LP-DIR-T	g	57	u	8	273			pmagpy-4.2.4	3.78e-09	1.05e-10	8.33e-11	1.06e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T19	    1.3	266.9	-54.8 	0	0	0.00	0.00	19	  893.0	This study	hargrave 2018-08-17 11:52:40	LT-T-Z:LP-DIR-T	g	58	u	8	273			pmagpy-4.2.4	4.10e-09	8.16e-11	6.21e-11	1.01e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T20	    0.9	266.3	-55.8 	0	0	0.00	0.00	20	  903.0	This study	hargrave 2018-08-28 13:32:01	LT-T-Z:LP-DIR-T	g	59	u	8	273			pmagpy-4.2.4	4.15e-09	3.34e-11	7.91e-11	8.20e-11
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T21	    1.4	265.6	-54.6 	0	0	0.00	0.00	21	  913.0	This study	hargrave 2018-09-10 12:04:41	LT-T-Z:LP-DIR-T	g	60	u	8	273			pmagpy-4.2.4	4.33e-09	6.69e-11	9.85e-11	1.40e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T22	    2.3	262.2	-57.7 	0	0	0.00	0.00	22	  918.0	This study	hargrave 2018-09-11 14:01:54	LT-T-Z:LP-DIR-T	g	61	u	8	273			pmagpy-4.2.4	4.36e-09	1.67e-10	1.02e-10	1.52e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T23	    1.5	262.0	-57.8 	0	0	0.00	0.00	23	  923.0	This study	hargrave 2018-09-12 14:02:00	LT-T-Z:LP-DIR-T	g	62	u	8	273			pmagpy-4.2.4	4.59e-09	9.69e-11	1.11e-10	1.69e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T24	    1.4	257.3	-62.1 	0	0	0.00	0.00	24	  928.0	This study	hargrave 2018-09-20 14:28:53	LT-T-Z:LP-DIR-T	g	63	u	8	273			pmagpy-4.2.4	4.79e-09	7.09e-11	1.33e-10	1.48e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T25	    1.2	262.5	-59.8 	0	0	0.00	0.00	25	  933.0	This study	hargrave 2018-09-21 11:52:12	LT-T-Z:LP-DIR-T	g	64	u	8	273			pmagpy-4.2.4	4.90e-09	7.49e-11	1.09e-10	1.36e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T26	    1.9	243.9	-71.2 	0	0	0.00	0.00	26	  938.0	This study	hargrave 2018-09-24 14:17:03	LT-T-Z:LP-DIR-T	g	65	u	8	273			pmagpy-4.2.4	4.60e-09	1.33e-10	1.19e-10	1.10e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T27	    3.6	226.5	-67.7 	0	0	0.00	0.00	27	  943.0	This study	hargrave 2018-09-25 11:47:32	LT-T-Z:LP-DIR-T	g	66	u	8	273			pmagpy-4.2.4	2.43e-09	9.93e-11	1.41e-10	3.67e-11
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T28	    4.7	101.2	-62.7 	0	0	0.00	0.00	28	  945.0	This study	hargrave 2018-09-25 19:56:30	LT-T-Z:LP-DIR-T	g	67	u	8	273			pmagpy-4.2.4	1.64e-09	1.23e-10	5.28e-11	2.65e-11
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T29	    3.0	211.7	-48.9 	0	0	0.00	0.00	29	  947.0	This study	hargrave 2018-09-26 16:36:47	LT-T-Z:LP-DIR-T	g	68	u	8	273			pmagpy-4.2.4	9.30e-10	2.88e-11	2.96e-11	3.13e-11
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T30	    9.0	083.8	-38.4 	0	0	0.00	0.00	30	  949.0	This study	hargrave 2018-10-04 16:04:17	LT-T-Z:LP-DIR-T	g	69	u	8	273			pmagpy-4.2.4	6.22e-10	3.19e-11	7.15e-11	6.65e-11
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T31	    8.0	084.4	-38.6 	0	0	0.00	0.00	31	  949.0	This study	hargrave 2018-10-04 17:32:57	LT-T-Z:LP-DIR-T	g	70	u	8	273			pmagpy-4.2.4	6.17e-10	2.46e-11	6.71e-11	5.83e-11
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T32	    7.6	083.9	-37.6 	0	0	0.00	0.00	32	  949.0	This study	hargrave 2018-10-04 17:44:31	LT-T-Z:LP-DIR-T	g	71	u	8	273			pmagpy-4.2.4	6.18e-10	2.82e-11	6.45e-11	5.32e-11
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T33	    3.1	223.4	-21.5 	0	0	0.00	0.00	33	  951.0	This study	hargrave 2018-10-05 13:42:09	LT-T-Z:LP-DIR-T	g	72	u	8	273			pmagpy-4.2.4	1.34e-09	2.04e-11	4.76e-11	6.43e-11
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T34	    6.1	149.9	-24.6 	0	0	0.00	0.00	34	  953.0	This study	hargrave 2018-10-09 17:43:44	LT-T-Z:LP-DIR-T	g	73	u	8	273			pmagpy-4.2.4	1.72e-09	8.22e-11	1.59e-10	6.20e-11
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T35	    2.9	210.2	-00.2 	0	0	0.00	0.00	35	  955.0	This study	hargrave 2018-10-11 15:51:39	LT-T-Z:LP-DIR-T	g	74	u	8	273			pmagpy-4.2.4	1.11e-09	1.89e-11	2.46e-11	4.97e-11
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T36	    3.3	123.0	 04.1 	0	0	0.00	0.00	36	  957.0	This study	hargrave 2018-10-12 14:18:00	LT-T-Z:LP-DIR-T	g	75	u	8	273			pmagpy-4.2.4	1.58e-09	5.54e-11	3.95e-11	7.36e-11
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T37	    6.7	193.2	-07.0 	0	0	0.00	0.00	37	  959.0	This study	hargrave 2018-10-19 13:47:59	LT-T-Z:LP-DIR-T	g	76	u	8	273			pmagpy-4.2.4	1.56e-09	5.25e-11	4.91e-11	1.82e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T38	    8.9	116.2	-16.4 	0	0	0.00	0.00	38	  961.0	This study	hargrave 2018-10-20 13:12:16	LT-T-Z:LP-DIR-T	g	77	u	8	273			pmagpy-4.2.4	1.09e-09	3.32e-11	2.95e-11	1.75e-10
TR038-Ba:LP-DIR-T	TR038-Ba	TR038-Ba:LP-DIR-T39	   59.7	116.6	-24.2 	0	0	0.00	0.00	39	  961.0	This study	hargrave 2018-10-20 14:14:35	LT-T-Z:LP-DIR-T	g	78	u	8	273			pmagpy-4.2.4	5.57e-10	2.40e-10	4.86e-10	2.75e-10
TR038-Ca:LP-DIR-T	TR038-Ca	TR038-Ca:LP-DIR-T0	    1.8	349.8	 26.4 	0	0	0.00	0.00	0	273	This study	hargrave 2018-05-11 18:16:23	LT-NO:LP-DIR-T	g	79	u	8	273			pmagpy-4.2.4	1.16e-08	2.15e-10	2.76e-10	2.08e-10
TR038-Ca:LP-DIR-T	TR038-Ca	TR038-Ca:LP-DIR-T1	    1.5	354.4	 22.2 	0	0	0.00	0.00	1	  373.0	This study	hargrave 2018-05-14 16:32:27	LT-T-Z:LP-DIR-T	g	80	u	8	273			pmagpy-4.2.4	1.19e-08	2.06e-10	2.39e-10	1.91e-10
TR038-Ca:LP-DIR-T	TR038-Ca	TR038-Ca:LP-DIR-T2	    1.4	357.7	 18.0 	0	0	0.00	0.00	2	  473.0	This study	hargrave 2018-05-15 16:50:13	LT-T-Z:LP-DIR-T	g	81	u	8	273			pmagpy-4.2.4	1.21e-08	2.92e-10	2.05e-10	1.65e-10
