tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
TR038-Aa:LP-DIR-T10	TR038-Aa:LP-DIR-T	TR038-Aa	2.6	303.1	42.2	0.0	0.0	0.0	0.0	10.0	823.0	This study	hargrave 2018-08-01 18:23:18	LT-T-Z:LP-DIR-T	g	10.0	u	8.0	273.0			pmagpy-4.2.4	1.1100000000000002e-08	4.200000000000001e-10	2.02e-10	3.9300000000000004e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T11	TR038-Aa:LP-DIR-T	TR038-Aa	2.1	302.6	41.0	0.0	0.0	0.0	0.0	11.0	823.0	This study	hargrave 2018-08-01 19:45:52	LT-T-Z:LP-DIR-T	g	11.0	u	8.0	273.0			pmagpy-4.2.4	1.09e-08	3.8899999999999995e-10	1.88e-10	1.18e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T12	TR038-Aa:LP-DIR-T	TR038-Aa	2.0	303.6	36.3	0.0	0.0	0.0	0.0	12.0	828.0	This study	hargrave 2018-08-03 11:44:39	LT-T-Z:LP-DIR-T	g	12.0	u	8.0	273.0			pmagpy-4.2.4	1e-08	2.72e-10	1.78e-10	3.28e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T13	TR038-Aa:LP-DIR-T	TR038-Aa	1.9	302.6	38.3	0.0	0.0	0.0	0.0	13.0	833.0	This study	hargrave 2018-08-03 18:41:04	LT-T-Z:LP-DIR-T	g	13.0	u	8.0	273.0			pmagpy-4.2.4	1.04e-08	2.83e-10	1.66e-10	1.35e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T14	TR038-Aa:LP-DIR-T	TR038-Aa	2.7	304.6	37.4	0.0	0.0	0.0	0.0	14.0	838.0	This study	hargrave 2018-08-13 16:57:27	LT-T-Z:LP-DIR-T	g	14.0	u	8.0	273.0			pmagpy-4.2.4	1.04e-08	4.06e-10	2.34e-10	1.88e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T15	TR038-Aa:LP-DIR-T	TR038-Aa	2.2	303.3	36.4	0.0	0.0	0.0	0.0	15.0	843.0	This study	hargrave 2018-08-14 13:50:26	LT-T-Z:LP-DIR-T	g	15.0	u	8.0	273.0			pmagpy-4.2.4	1.04e-08	3.07e-10	2.55e-10	1.6000000000000002e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T16	TR038-Aa:LP-DIR-T	TR038-Aa	2.5	304.1	36.2	0.0	0.0	0.0	0.0	16.0	848.0	This study	hargrave 2018-08-15 10:14:04	LT-T-Z:LP-DIR-T	g	16.0	u	8.0	273.0			pmagpy-4.2.4	1.02e-08	3.77e-10	2.2700000000000002e-10	1.89e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T17	TR038-Aa:LP-DIR-T	TR038-Aa	3.6	304.9	35.1	0.0	0.0	0.0	0.0	17.0	853.0	This study	hargrave 2018-08-15 17:19:38	LT-T-Z:LP-DIR-T	g	17.0	u	8.0	273.0			pmagpy-4.2.4	1.01e-08	5.5e-10	3.17e-10	1.67e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T18	TR038-Aa:LP-DIR-T	TR038-Aa	2.5	305.5	34.7	0.0	0.0	0.0	0.0	18.0	873.0	This study	hargrave 2018-08-16 13:36:41	LT-T-Z:LP-DIR-T	g	18.0	u	8.0	273.0			pmagpy-4.2.4	9.92e-09	3.59e-10	2.7000000000000005e-10	1.64e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T19	TR038-Aa:LP-DIR-T	TR038-Aa	2.9	305.3	34.0	0.0	0.0	0.0	0.0	19.0	893.0	This study	hargrave 2018-08-17 11:51:12	LT-T-Z:LP-DIR-T	g	19.0	u	8.0	273.0			pmagpy-4.2.4	9.8e-09	4.1599999999999996e-10	2.4899999999999997e-10	1.8399999999999998e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T20	TR038-Aa:LP-DIR-T	TR038-Aa	1.9	307.3	32.9	0.0	0.0	0.0	0.0	20.0	903.0	This study	hargrave 2018-08-28 13:30:37	LT-T-Z:LP-DIR-T	g	20.0	u	8.0	273.0			pmagpy-4.2.4	9.83e-09	2.55e-10	2.46e-10	1.32e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T21	TR038-Aa:LP-DIR-T	TR038-Aa	2.1	308.6	31.6	0.0	0.0	0.0	0.0	21.0	913.0	This study	hargrave 2018-09-10 12:03:18	LT-T-Z:LP-DIR-T	g	21.0	u	8.0	273.0			pmagpy-4.2.4	9.620000000000001e-09	1.9099999999999999e-10	1.97e-10	2.56e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T22	TR038-Aa:LP-DIR-T	TR038-Aa	2.6	309.1	31.6	0.0	0.0	0.0	0.0	22.0	918.0	This study	hargrave 2018-09-11 14:00:32	LT-T-Z:LP-DIR-T	g	22.0	u	8.0	273.0			pmagpy-4.2.4	9.28e-09	2.3199999999999997e-10	2e-10	3.2599999999999996e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T23	TR038-Aa:LP-DIR-T	TR038-Aa	3.2	307.8	29.9	0.0	0.0	0.0	0.0	23.0	923.0	This study	hargrave 2018-09-12 14:00:34	LT-T-Z:LP-DIR-T	g	23.0	u	8.0	273.0			pmagpy-4.2.4	9.32e-09	3.71e-10	1.76e-10	3.67e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T24	TR038-Aa:LP-DIR-T	TR038-Aa	2.7	308.7	29.0	0.0	0.0	0.0	0.0	24.0	928.0	This study	hargrave 2018-09-20 14:27:32	LT-T-Z:LP-DIR-T	g	24.0	u	8.0	273.0			pmagpy-4.2.4	9.02e-09	3.12e-10	1.93e-10	2.41e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T25	TR038-Aa:LP-DIR-T	TR038-Aa	2.7	308.5	27.2	0.0	0.0	0.0	0.0	25.0	933.0	This study	hargrave 2018-09-21 11:50:53	LT-T-Z:LP-DIR-T	g	25.0	u	8.0	273.0			pmagpy-4.2.4	9.01e-09	3.44e-10	1.8599999999999998e-10	2.22e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T26	TR038-Aa:LP-DIR-T	TR038-Aa	3.0	307.9	22.7	0.0	0.0	0.0	0.0	26.0	938.0	This study	hargrave 2018-09-24 14:15:39	LT-T-Z:LP-DIR-T	g	26.0	u	8.0	273.0			pmagpy-4.2.4	8.329999999999999e-09	3.3e-10	1.89e-10	2.4799999999999997e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T27	TR038-Aa:LP-DIR-T	TR038-Aa	2.4	309.0	20.4	0.0	0.0	0.0	0.0	27.0	943.0	This study	hargrave 2018-09-25 11:46:08	LT-T-Z:LP-DIR-T	g	27.0	u	8.0	273.0			pmagpy-4.2.4	6.74e-09	2.36e-10	1.32e-10	1.37e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T28	TR038-Aa:LP-DIR-T	TR038-Aa	4.2	316.5	24.9	0.0	0.0	0.0	0.0	28.0	945.0	This study	hargrave 2018-09-25 19:55:06	LT-T-Z:LP-DIR-T	g	28.0	u	8.0	273.0			pmagpy-4.2.4	4.0999999999999995e-09	2.16e-10	1.06e-10	1.9800000000000001e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T29	TR038-Aa:LP-DIR-T	TR038-Aa	3.9	305.7	21.1	0.0	0.0	0.0	0.0	29.0	947.0	This study	hargrave 2018-09-26 16:35:26	LT-T-Z:LP-DIR-T	g	29.0	u	8.0	273.0			pmagpy-4.2.4	2.8399999999999997e-09	1.48e-10	5.87e-11	1.27e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T30	TR038-Aa:LP-DIR-T	TR038-Aa	10.6	345.1	46.7	0.0	0.0	0.0	0.0	30.0	949.0	This study	hargrave 2018-10-04 16:02:51	LT-T-Z:LP-DIR-T	g	30.0	u	8.0	273.0			pmagpy-4.2.4	6.89e-10	7.090000000000001e-11	3.5399999999999995e-11	1.08e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T31	TR038-Aa:LP-DIR-T	TR038-Aa	8.8	345.0	47.8	0.0	0.0	0.0	0.0	31.0	949.0	This study	hargrave 2018-10-04 17:31:36	LT-T-Z:LP-DIR-T	b	31.0	u	8.0	273.0			pmagpy-4.2.4	6.78e-10	4.6899999999999994e-11	4.63e-11	9.57e-11	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T32	TR038-Aa:LP-DIR-T	TR038-Aa	10.0	345.1	48.0	0.0	0.0	0.0	0.0	32.0	949.0	This study	hargrave 2018-10-04 17:43:10	LT-T-Z:LP-DIR-T	g	32.0	u	8.0	273.0			pmagpy-4.2.4	6.96e-10	7.27e-11	3.08e-11	1.0500000000000001e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T33	TR038-Aa:LP-DIR-T	TR038-Aa	3.8	269.4	22.4	0.0	0.0	0.0	0.0	33.0	951.0	This study	hargrave 2018-10-05 13:40:49	LT-T-Z:LP-DIR-T	b	33.0	u	8.0	273.0			pmagpy-4.2.4	1.3e-09	5.28e-11	4.9100000000000004e-11	5.87e-11	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T34	TR038-Aa:LP-DIR-T	TR038-Aa	4.7	165.7	20.4	0.0	0.0	0.0	0.0	34.0	953.0	This study	hargrave 2018-10-09 17:42:19	LT-T-Z:LP-DIR-T	b	34.0	u	8.0	273.0			pmagpy-4.2.4	9.48e-10	2.2300000000000003e-11	6.66e-11	4.1200000000000004e-11	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T35	TR038-Aa:LP-DIR-T	TR038-Aa	4.7	180.5	31.2	0.0	0.0	0.0	0.0	35.0	955.0	This study	hargrave 2018-10-11 15:50:19	LT-T-Z:LP-DIR-T	b	35.0	u	8.0	273.0			pmagpy-4.2.4	1.14e-09	5.03e-11	5.89e-11	6.78e-11	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T36	TR038-Aa:LP-DIR-T	TR038-Aa	5.4	118.8	-11.9	0.0	0.0	0.0	0.0	36.0	957.0	This study	hargrave 2018-10-12 14:16:36	LT-T-Z:LP-DIR-T	b	36.0	u	8.0	273.0			pmagpy-4.2.4	1.01e-09	3.77e-11	9.340000000000001e-11	7.17e-11	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T37	TR038-Aa:LP-DIR-T	TR038-Aa	7.2	197.6	1.9	0.0	0.0	0.0	0.0	37.0	959.0	This study	hargrave 2018-10-19 13:46:51	LT-T-Z:LP-DIR-T	b	37.0	u	8.0	273.0			pmagpy-4.2.4	9.97e-10	2.2e-11	3.08e-11	1.2399999999999999e-10	TR038-A	TR038	Luoman3
TR038-Aa:LP-DIR-T38	TR038-Aa:LP-DIR-T	TR038-Aa	6.9	133.5	6.4	0.0	0.0	0.0	0.0	38.0	961.0	This study	hargrave 2018-10-20 13:11:06	LT-T-Z:LP-DIR-T	b	38.0	u	8.0	273.0			pmagpy-4.2.4	1.62e-09	3.07e-11	4.52e-11	1.95e-10	TR038-A	TR038	Luoman3
TR038-Ba:LP-DIR-T0	TR038-Ba:LP-DIR-T	TR038-Ba	2.3	250.0	61.7	0.0	0.0	0.0	0.0	0.0	273.0	This study	hargrave 2018-05-11 18:15:04	LT-NO:LP-DIR-T	g	39.0	u	8.0	273.0			pmagpy-4.2.4	5.749999999999999e-09	1.93e-10	1.88e-10	1.1599999999999999e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T1	TR038-Ba:LP-DIR-T	TR038-Ba	3.1	254.8	59.0	0.0	0.0	0.0	0.0	1.0	373.0	This study	hargrave 2018-05-14 16:31:06	LT-T-Z:LP-DIR-T	g	40.0	u	8.0	273.0			pmagpy-4.2.4	4.86e-09	2.5e-10	1.4500000000000002e-10	1.0200000000000001e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T2	TR038-Ba:LP-DIR-T	TR038-Ba	2.5	261.3	46.0	0.0	0.0	0.0	0.0	2.0	473.0	This study	hargrave 2018-05-15 16:48:49	LT-T-Z:LP-DIR-T	g	41.0	u	8.0	273.0			pmagpy-4.2.4	3.3399999999999996e-09	1.4500000000000002e-10	1.13e-10	1.25e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T3	TR038-Ba:LP-DIR-T	TR038-Ba	3.0	265.4	33.4	0.0	0.0	0.0	0.0	3.0	573.0	This study	hargrave 2018-05-16 14:03:36	LT-T-Z:LP-DIR-T	g	42.0	u	8.0	273.0			pmagpy-4.2.4	2.7500000000000002e-09	1.26e-10	1.0500000000000001e-10	1.18e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T4	TR038-Ba:LP-DIR-T	TR038-Ba	3.4	265.1	25.9	0.0	0.0	0.0	0.0	4.0	623.0	This study	hargrave 2018-05-17 15:41:57	LT-T-Z:LP-DIR-T	g	43.0	u	8.0	273.0			pmagpy-4.2.4	2.57e-09	1.38e-10	1.06e-10	1.09e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T5	TR038-Ba:LP-DIR-T	TR038-Ba	4.7	264.0	16.7	0.0	0.0	0.0	0.0	5.0	673.0	This study	hargrave 2018-05-18 14:01:36	LT-T-Z:LP-DIR-T	g	44.0	u	8.0	273.0			pmagpy-4.2.4	2.36e-09	1.41e-10	8.049999999999999e-11	1.2200000000000002e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T6	TR038-Ba:LP-DIR-T	TR038-Ba	4.1	264.1	5.7	0.0	0.0	0.0	0.0	6.0	723.0	This study	hargrave 2018-05-21 11:01:39	LT-T-Z:LP-DIR-T	g	45.0	u	8.0	273.0			pmagpy-4.2.4	2.26e-09	9.590000000000001e-11	9.02e-11	1.27e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T7	TR038-Ba:LP-DIR-T	TR038-Ba	3.3	261.5	-4.8	0.0	0.0	0.0	0.0	7.0	748.0	This study	hargrave 2018-07-30 17:01:28	LT-T-Z:LP-DIR-T	g	46.0	u	8.0	273.0			pmagpy-4.2.4	2.41e-09	8.659999999999999e-11	9.75e-11	1.21e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T8	TR038-Ba:LP-DIR-T	TR038-Ba	6.1	260.4	-29.2	0.0	0.0	0.0	0.0	8.0	773.0	This study	hargrave 2018-07-31 13:25:55	LT-T-Z:LP-DIR-T	g	47.0	u	8.0	273.0			pmagpy-4.2.4	2.7300000000000003e-09	3.87e-11	8.81e-11	2.9000000000000003e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T9	TR038-Ba:LP-DIR-T	TR038-Ba	4.0	260.4	-23.6	0.0	0.0	0.0	0.0	9.0	798.0	This study	hargrave 2018-08-01 11:29:46	LT-T-Z:LP-DIR-T	g	48.0	u	8.0	273.0			pmagpy-4.2.4	2.53e-09	7.900000000000001e-11	1.1400000000000001e-10	2.3199999999999997e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T10	TR038-Ba:LP-DIR-T	TR038-Ba	5.2	263.8	-34.2	0.0	0.0	0.0	0.0	10.0	823.0	This study	hargrave 2018-08-01 18:24:45	LT-T-Z:LP-DIR-T	g	49.0	u	8.0	273.0			pmagpy-4.2.4	2.95e-09	3.65e-11	1.1400000000000001e-10	3.9100000000000005e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T11	TR038-Ba:LP-DIR-T	TR038-Ba	2.3	263.9	-31.0	0.0	0.0	0.0	0.0	11.0	823.0	This study	hargrave 2018-08-01 19:47:20	LT-T-Z:LP-DIR-T	g	50.0	u	8.0	273.0			pmagpy-4.2.4	2.8300000000000004e-09	3.97e-11	9.92e-11	1.8300000000000001e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T12	TR038-Ba:LP-DIR-T	TR038-Ba	2.5	262.2	-33.7	0.0	0.0	0.0	0.0	12.0	828.0	This study	hargrave 2018-08-03 11:46:07	LT-T-Z:LP-DIR-T	g	51.0	u	8.0	273.0			pmagpy-4.2.4	2.85e-09	9.41e-11	9.24e-11	1.72e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T13	TR038-Ba:LP-DIR-T	TR038-Ba	2.0	264.1	-41.7	0.0	0.0	0.0	0.0	13.0	833.0	This study	hargrave 2018-08-03 18:42:27	LT-T-Z:LP-DIR-T	g	52.0	u	8.0	273.0			pmagpy-4.2.4	3.3399999999999996e-09	4.72e-11	7.559999999999999e-11	1.0699999999999999e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T14	TR038-Ba:LP-DIR-T	TR038-Ba	1.1	264.2	-41.6	0.0	0.0	0.0	0.0	14.0	838.0	This study	hargrave 2018-08-13 16:58:52	LT-T-Z:LP-DIR-T	g	53.0	u	8.0	273.0			pmagpy-4.2.4	3.18e-09	4.21e-11	8.590000000000001e-11	1.0200000000000001e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T15	TR038-Ba:LP-DIR-T	TR038-Ba	1.1	262.5	-44.8	0.0	0.0	0.0	0.0	15.0	843.0	This study	hargrave 2018-08-14 13:51:50	LT-T-Z:LP-DIR-T	g	54.0	u	8.0	273.0			pmagpy-4.2.4	3.410000000000001e-09	3.94e-11	7.87e-11	1.06e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T16	TR038-Ba:LP-DIR-T	TR038-Ba	1.4	265.0	-47.9	0.0	0.0	0.0	0.0	16.0	848.0	This study	hargrave 2018-08-15 10:15:28	LT-T-Z:LP-DIR-T	g	55.0	u	8.0	273.0			pmagpy-4.2.4	3.4700000000000002e-09	6.09e-11	6.53e-11	1.23e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T17	TR038-Ba:LP-DIR-T	TR038-Ba	1.1	266.3	-49.9	0.0	0.0	0.0	0.0	17.0	853.0	This study	hargrave 2018-08-15 17:21:03	LT-T-Z:LP-DIR-T	g	56.0	u	8.0	273.0			pmagpy-4.2.4	3.63e-09	5e-11	7.13e-11	1.08e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T18	TR038-Ba:LP-DIR-T	TR038-Ba	1.8	266.6	-53.5	0.0	0.0	0.0	0.0	18.0	873.0	This study	hargrave 2018-08-16 13:38:05	LT-T-Z:LP-DIR-T	g	57.0	u	8.0	273.0			pmagpy-4.2.4	3.78e-09	1.0500000000000001e-10	8.329999999999999e-11	1.06e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T19	TR038-Ba:LP-DIR-T	TR038-Ba	1.3	266.9	-54.8	0.0	0.0	0.0	0.0	19.0	893.0	This study	hargrave 2018-08-17 11:52:40	LT-T-Z:LP-DIR-T	g	58.0	u	8.0	273.0			pmagpy-4.2.4	4.0999999999999995e-09	8.16e-11	6.21e-11	1.01e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T20	TR038-Ba:LP-DIR-T	TR038-Ba	0.9	266.3	-55.8	0.0	0.0	0.0	0.0	20.0	903.0	This study	hargrave 2018-08-28 13:32:01	LT-T-Z:LP-DIR-T	g	59.0	u	8.0	273.0			pmagpy-4.2.4	4.15e-09	3.3399999999999996e-11	7.909999999999999e-11	8.2e-11	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T21	TR038-Ba:LP-DIR-T	TR038-Ba	1.4	265.6	-54.6	0.0	0.0	0.0	0.0	21.0	913.0	This study	hargrave 2018-09-10 12:04:41	LT-T-Z:LP-DIR-T	g	60.0	u	8.0	273.0			pmagpy-4.2.4	4.33e-09	6.690000000000001e-11	9.85e-11	1.3999999999999998e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T22	TR038-Ba:LP-DIR-T	TR038-Ba	2.3	262.2	-57.7	0.0	0.0	0.0	0.0	22.0	918.0	This study	hargrave 2018-09-11 14:01:54	LT-T-Z:LP-DIR-T	g	61.0	u	8.0	273.0			pmagpy-4.2.4	4.36e-09	1.67e-10	1.0200000000000001e-10	1.52e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T23	TR038-Ba:LP-DIR-T	TR038-Ba	1.5	262.0	-57.8	0.0	0.0	0.0	0.0	23.0	923.0	This study	hargrave 2018-09-12 14:02:00	LT-T-Z:LP-DIR-T	g	62.0	u	8.0	273.0			pmagpy-4.2.4	4.589999999999999e-09	9.690000000000001e-11	1.11e-10	1.6899999999999999e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T24	TR038-Ba:LP-DIR-T	TR038-Ba	1.4	257.3	-62.1	0.0	0.0	0.0	0.0	24.0	928.0	This study	hargrave 2018-09-20 14:28:53	LT-T-Z:LP-DIR-T	g	63.0	u	8.0	273.0			pmagpy-4.2.4	4.79e-09	7.090000000000001e-11	1.33e-10	1.48e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T25	TR038-Ba:LP-DIR-T	TR038-Ba	1.2	262.5	-59.8	0.0	0.0	0.0	0.0	25.0	933.0	This study	hargrave 2018-09-21 11:52:12	LT-T-Z:LP-DIR-T	g	64.0	u	8.0	273.0			pmagpy-4.2.4	4.9e-09	7.490000000000001e-11	1.09e-10	1.36e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T26	TR038-Ba:LP-DIR-T	TR038-Ba	1.9	243.9	-71.2	0.0	0.0	0.0	0.0	26.0	938.0	This study	hargrave 2018-09-24 14:17:03	LT-T-Z:LP-DIR-T	g	65.0	u	8.0	273.0			pmagpy-4.2.4	4.6e-09	1.33e-10	1.19e-10	1.1e-10	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T27	TR038-Ba:LP-DIR-T	TR038-Ba	3.6	226.5	-67.7	0.0	0.0	0.0	0.0	27.0	943.0	This study	hargrave 2018-09-25 11:47:32	LT-T-Z:LP-DIR-T	g	66.0	u	8.0	273.0			pmagpy-4.2.4	2.43e-09	9.93e-11	1.41e-10	3.67e-11	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T28	TR038-Ba:LP-DIR-T	TR038-Ba	4.7	101.2	-62.7	0.0	0.0	0.0	0.0	28.0	945.0	This study	hargrave 2018-09-25 19:56:30	LT-T-Z:LP-DIR-T	g	67.0	u	8.0	273.0			pmagpy-4.2.4	1.6399999999999995e-09	1.23e-10	5.28e-11	2.65e-11	TR038-B	TR038	Luoman3
TR038-Ba:LP-DIR-T29	TR038-Ba:LP-DIR-T	TR038-Ba	3.0	211.7	-48.9	0.0	0.0	0.0	0.0	29.0	947.0	This study	hargrave 2018-09-26 16:36:47	LT-T-Z:LP-DIR-T	g	68.0	u	8.0	273.0			pmagpy-4.2.4	9.3e-10	2.8800000000000013e-11	2.96e-11	3.13e-11	TR038-B	TR038	Luoman3
