tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	sequence	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2017-11-05 13:56:20	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T14	6.3	191.7	None	g	5.4	4.59e-08	14	8	1.16e-09	4.63e-09	1.71e-09	u	273	13	0	0	0.0	0.0	838.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2017-11-09 11:29:39	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T15	2.2	192.1	None	g	5.7	4.59e-08	15	8	4.42e-10	6.02e-10	1.6699999999999998e-09	u	273	14	0	0	0.0	0.0	843.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2017-11-09 20:20:29	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T16	2.9	191.8	None	g	5.8	4.58e-08	16	8	6.1e-10	7.969999999999999e-10	2.1899999999999997e-09	u	273	15	0	0	0.0	0.0	848.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2017-11-14 16:06:46	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T17	2.4	191.6	None	g	5.6	4.51e-08	17	8	4.53e-10	7.81e-10	1.6800000000000004e-09	u	273	16	0	0	0.0	0.0	853.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2017-11-17 15:19:42	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T18	2.1	189.5	None	g	6.2	4.5700000000000006e-08	18	8	5.09e-10	1.1e-09	1.29e-09	u	273	17	0	0	0.0	0.0	873.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2017-11-19 14:37:35	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T19	3.5	193.5	None	g	6.0	4.38e-08	19	8	6.68e-10	2.52e-09	8.43e-10	u	273	18	0	0	0.0	0.0	893.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2017-11-21 13:50:29	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T20	1.8	192.8	None	g	6.3	4.26e-08	20	8	4.68e-10	1.02e-09	7.45e-10	u	273	19	0	0	0.0	0.0	903.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2017-11-27 13:07:49	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T21	1.8	190.7	None	g	5.7	4.12e-08	21	8	5.42e-10	5.97e-10	1.06e-09	u	273	20	0	0	0.0	0.0	913.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2017-11-28 12:02:41	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T22	4.4	194.8	None	g	6.6	4.0899999999999996e-08	22	8	1.07e-09	2.87e-09	8.14e-10	u	273	21	0	0	0.0	0.0	918.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2017-12-08 17:45:55	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T23	2.0	195.7	None	g	6.9	4.12e-08	23	8	6.21e-10	1.25e-09	5.16e-10	u	273	22	0	0	0.0	0.0	923.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2017-12-11 18:28:46	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T24	1.4	189.8	None	g	7.8	3.91e-08	24	8	5.800000000000001e-10	8.939999999999998e-10	2.7000000000000005e-10	u	273	23	0	0	0.0	0.0	928.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2017-12-12 19:06:36	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T25	1.4	195.1	None	g	7.2	4.1100000000000004e-08	25	8	4.4499999999999996e-10	9.43e-10	2.99e-10	u	273	24	0	0	0.0	0.0	933.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-01-08 17:43:05	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T26	2.9	198.0	None	g	6.4	3.94e-08	26	8	1.01e-09	1.7399999999999996e-09	6.34e-10	u	273	25	0	0	0.0	0.0	938.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-01-11 09:47:37	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T27	1.6	191.5	None	g	7.0	3.96e-08	27	8	6.8e-10	8.73e-10	5.95e-10	u	273	26	0	0	0.0	0.0	943.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-01-12 09:43:29	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T28	2.0	191.2	None	g	5.9	3.7999999999999996e-08	28	8	1.0499999999999999e-09	1.0300000000000002e-09	5.85e-10	u	273	27	0	0	0.0	0.0	945.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-01-16 16:52:11	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T29	1.3	187.3	None	g	6.4	3.8900000000000004e-08	29	8	8.29e-10	6.819999999999999e-10	5.69e-10	u	273	28	0	0	0.0	0.0	947.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-01-17 16:50:40	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T30	2.4	186.7	None	g	4.1	3.48e-08	30	8	9.43e-10	1.31e-09	5.12e-10	u	273	29	0	0	0.0	0.0	949.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-01-24 13:44:59	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T31	4.2	191.2	None	g	6.1	3.47e-08	31	8	7.689999999999999e-10	2.44e-09	6.5e-10	u	273	30	0	0	0.0	0.0	951.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-01-27 10:25:50	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T32	5.0	183.1	None	g	6.1	3.0499999999999995e-08	32	8	1.16e-09	2.5600000000000003e-09	5.72e-10	u	273	31	0	0	0.0	0.0	953.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-01-31 18:05:01	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T33	2.1	202.0	None	g	5.6	3.25e-08	33	8	9.080000000000001e-10	9.44e-10	6.39e-10	u	273	32	0	0	0.0	0.0	955.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-02-05 20:37:00	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T34	4.4	192.4	None	g	3.9	2.2200000000000004e-08	34	8	6.34e-10	1.49e-09	8e-10	u	273	33	0	0	0.0	0.0	957.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-02-12 11:26:24	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T35	4.9	226.4	None	g	3.8	1.82e-08	35	8	5.86e-10	8.95e-10	1.25e-09	u	273	34	0	0	0.0	0.0	959.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-02-26 11:45:24	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T36	8.3	187.1	None	g	6.4	8.87e-09	36	8	4.72e-10	6.67e-10	1.0800000000000002e-09	u	273	35	0	0	0.0	0.0	961.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-02-26 14:30:54	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T37	19.7	184.5	None	b	6.3	8.53e-09	37	8	8.06e-10	1.85e-09	2.35e-09	u	273	36	0	0	0.0	0.0	961.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-02-28 12:28:23	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T38	18.8	233.3	None	b	-3.6	8.409999999999999e-09	38	8	7.389999999999999e-10	1.87e-09	2.7e-09	u	273	37	0	0	0.0	0.0	963.0
None	This study	Luoman2	TR035-AA	TR035	TR035-AAa	TR035-AAa:LP-DIR-T	hargrave 2018-02-28 16:47:41	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-AAa:LP-DIR-T39	18.3	230.7	None	g	-7.5	7.77e-09	39	8	7.02e-10	2.0100000000000003e-09	2.45e-09	u	273	38	0	0	0.0	0.0	963.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-10-13 19:24:31	LT-NO:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T1	2.4	209.7	None	g	72.8	4.6500000000000006e-08	1	8	1.54e-09	1.19e-09	5.7e-10	u	273	39	0	0	0.0	0.0	273.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-10-15 19:31:41	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T2	2.5	214.1	None	g	74.1	4.59e-08	2	8	1.3699999999999998e-09	1.4000000000000001e-09	4.48e-10	u	273	40	0	0	0.0	0.0	373.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-10-16 13:32:31	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T3	2.2	212.5	None	g	74.9	4.58e-08	3	8	1.24e-09	1.18e-09	5.58e-10	u	273	41	0	0	0.0	0.0	473.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-10-17 10:24:40	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T4	2.5	214.3	None	g	75.5	4.53e-08	4	8	1.46e-09	1.27e-09	5.55e-10	u	273	42	0	0	0.0	0.0	573.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-10-18 08:33:21	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T5	2.4	211.9	None	g	76.1	4.5e-08	5	8	1.4699999999999999e-09	1.19e-09	5.26e-10	u	273	43	0	0	0.0	0.0	623.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-10-20 16:12:23	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T6	2.2	210.1	None	g	77.1	4.4800000000000004e-08	6	8	1.32e-09	1.09e-09	6.24e-10	u	273	44	0	0	0.0	0.0	673.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-10-23 10:45:39	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T7	1.8	210.5	None	g	78.1	4.4000000000000004e-08	7	8	9.73e-10	9.44e-10	4.76e-10	u	273	45	0	0	0.0	0.0	723.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-10-24 08:12:00	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T8	2.0	208.6	None	g	78.5	4.3899999999999996e-08	8	8	1.26e-09	9.139999999999999e-10	5.559999999999999e-10	u	273	46	0	0	0.0	0.0	748.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-10-24 19:02:41	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T9	2.0	207.5	None	g	78.9	4.3099999999999996e-08	9	8	1.27e-09	9.04e-10	4.959999999999999e-10	u	273	47	0	0	0.0	0.0	773.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-10-26 18:18:18	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T10	2.0	207.7	None	g	79.5	4.3099999999999996e-08	10	8	1.1699999999999999e-09	9.41e-10	5.41e-10	u	273	48	0	0	0.0	0.0	798.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-10-27 16:16:55	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T11	2.0	202.8	None	g	79.7	4.25e-08	11	8	1.16e-09	8.92e-10	5.7e-10	u	273	49	0	0	0.0	0.0	823.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-10-28 17:50:05	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T12	2.5	202.4	None	g	79.6	4.0300000000000004e-08	12	8	1.35e-09	1.15e-09	1.87e-09	u	273	50	0	0	0.0	0.0	828.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-11-03 14:23:53	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T13	2.5	203.6	None	g	80.1	4.04e-08	13	8	1.29e-09	1.2e-09	4.4100000000000003e-10	u	273	51	0	0	0.0	0.0	833.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-11-05 13:16:45	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T14	2.8	205.7	None	g	80.4	3.99e-08	14	8	1.4800000000000005e-09	1.29e-09	4.05e-10	u	273	52	0	0	0.0	0.0	838.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-11-09 10:49:56	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T15	2.5	203.9	None	g	80.9	3.98e-08	15	8	1.25e-09	1.16e-09	4.1599999999999996e-10	u	273	53	0	0	0.0	0.0	843.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-11-09 19:43:35	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T16	2.8	200.7	None	g	81.3	3.95e-08	16	8	1.57e-09	1.13e-09	6.18e-10	u	273	54	0	0	0.0	0.0	848.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-11-14 15:26:38	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T17	2.7	208.4	None	g	81.1	3.8900000000000004e-08	17	8	1.32e-09	1.31e-09	3.12e-10	u	273	55	0	0	0.0	0.0	853.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-11-17 14:39:22	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T18	2.2	205.7	None	g	82.1	4.0099999999999995e-08	18	8	1.27e-09	9.54e-10	4.94e-10	u	273	56	0	0	0.0	0.0	873.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-11-19 13:57:04	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T19	1.9	205.2	None	g	81.8	3.77e-08	19	8	9.79e-10	8.81e-10	7.359999999999999e-10	u	273	57	0	0	0.0	0.0	893.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-11-21 13:09:52	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T20	1.6	107.5	None	g	81.4	3.85e-08	20	8	8.92e-10	6.89e-10	7.93e-10	u	273	58	0	0	0.0	0.0	903.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-11-27 12:27:07	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T21	3.3	304.6	None	g	61.6	3.3700000000000004e-08	21	8	1.3e-09	9.070000000000001e-10	1.92e-09	u	273	59	0	0	0.0	0.0	913.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-11-28 11:22:22	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T22	1.7	216.8	None	g	54.2	4.59e-08	22	8	1.87e-09	1.0300000000000002e-09	1.7399999999999996e-09	u	273	60	0	0	0.0	0.0	918.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-12-08 17:07:19	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T23	3.4	209.8	None	g	43.8	3.6499999999999996e-08	23	8	8.87e-10	8e-10	2.42e-09	u	273	61	0	0	0.0	0.0	923.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-12-11 17:49:15	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T24	1.9	145.1	None	g	49.7	4.72e-08	24	8	1.94e-09	1.02e-09	2.47e-09	u	273	62	0	0	0.0	0.0	928.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2017-12-12 18:27:19	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T25	2.4	235.6	None	g	28.6	4.4900000000000005e-08	25	8	1.46e-09	1.25e-09	2.36e-09	u	273	63	0	0	0.0	0.0	933.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2018-01-08 17:01:48	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T26	1.8	183.8	None	g	37.6	4.23e-08	26	8	2.33e-09	1.02e-09	2.21e-09	u	273	64	0	0	0.0	0.0	938.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2018-01-11 09:06:32	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T27	3.2	209.7	None	g	3.1	3.5699999999999995e-08	27	8	1.61e-09	1.2e-09	1.9100000000000002e-09	u	273	65	0	0	0.0	0.0	943.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2018-01-12 09:03:52	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T28	5.0	120.0	None	g	14.0	3.5099999999999997e-08	28	8	3.12e-09	9.74e-10	1.7699999999999999e-09	u	273	66	0	0	0.0	0.0	945.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2018-01-16 16:12:38	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T29	4.1	236.8	None	g	-3.0	3.93e-08	29	8	1.11e-09	1.4099999999999999e-09	2.47e-09	u	273	67	0	0	0.0	0.0	947.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2018-01-17 16:08:45	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T30	5.8	117.8	None	g	5.9	2.2999999999999998e-08	30	8	1.3800000000000002e-09	8.46e-10	1.98e-09	u	273	68	0	0	0.0	0.0	949.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2018-01-24 13:14:27	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T31	4.0	241.7	None	g	-4.0	3.9700000000000005e-08	31	8	1.3400000000000001e-09	9.379999999999999e-10	2.47e-09	u	273	69	0	0	0.0	0.0	951.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2018-01-27 09:48:10	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T32	7.4	148.2	None	g	-7.3	1.6799999999999998e-08	32	8	1.1699999999999999e-09	9.72e-10	1.82e-09	u	273	70	0	0	0.0	0.0	953.0
None	This study	Luoman2	TR035-A	TR035	TR035-Aa	TR035-Aa:LP-DIR-T	hargrave 2018-01-31 17:26:18	LT-T-Z:LP-DIR-T	pmagpy-3.16.0	TR035-Aa:LP-DIR-T33	5.7	233.5	None	g	-1.6	2.54e-08	33	8	1.0499999999999999e-09	1.22e-09	2.26e-09	u	273	71	0	0	0.0	0.0	955.0
